Trade ID,Trade Type,SubType,Status,Customer,Trade Date,Broker,Ccy,Amended Date,Start Date,Maturity Date,Description,Ccy Pair,Notional,Trade Entry Date,Buy / Sell,Put / Call,Strike,Equity Id,Portfolio,CE Type,Credit Entity,Purchase / Sale,Red Pair,Traded Spread,ClientRefID,Trade State,Fwd Price,Return Leg Price,Funding Leg Index,Funding Leg Rate,Funding Leg Spread,Leg2 Notional,Leg2 Ccy,FX Rate,Leg1 Index,Leg1 Rate,Leg1 Spread,Leg2 Index,Leg2 Rate,Leg2 Spread,Counterparty Trade Ref.ID,GTM Reference ID,Executing Broker,ID1,ID2,OMS ID,SEF ID,USI Issuer_USI Trade ID,Legal Entity,Accounting System ID,Version,IM Type,IM Amount,Equity Market Price,Stub Rate,Unit,Final Payment Date,CE Description,Expiry,Style,Premium CCY,Premium Amount,Premium Settle Date
409614,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 16:08,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,1000000,5/13/2019,,,0,,70GB,Singlename,CVSHEA,P,138CBK,100,77015409,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,ba80cdb0870111e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,6,,,,0,0,,CVS Health Corp,,,,0,
409614,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 16:14,3/20/2019,6/4/2019,B SN_CDS / Single Name CDS,,1500000,5/13/2019,,,0,,70GB,Singlename,CVSHEA,P,138CBK,100,77015409,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,3ea30cea870511e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,7,,,,0,0,,CVS Health Corp,,,,0,
409615,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 15:34,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,1000000,5/13/2019,,,0,,9810,Singlename,CVSHEA,P,138CBK,100,77015410,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,a80d677686ff11e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,2,,,,0,0,,CVS Health Corp,,,,0,
409615,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,5/13/2019,,USD,6/4/2019 15:43,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9810,Singlename,CVSHEA,P,138CBK,100,77015410,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,299d618875a311e9824d0a4428260000,,generatedbyCSM,1880563535,,,,TROWUS33XXX,,3,,,,0,0,,CVS Health Corp,,,,0,
409615,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 15:48,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,1000000,5/13/2019,,,0,,9810,Singlename,CVSHEA,P,138CBK,100,77015410,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,bb0989a2870111e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,4,,,,0,0,,CVS Health Corp,,,,0,
409615,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 15:53,3/20/2019,6/4/2019,B SN_CDS / Single Name CDS,,1500000,5/13/2019,,,0,,9810,Singlename,CVSHEA,P,138CBK,100,77015410,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,6c3dcf76870211e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,5,,,,0,0,,CVS Health Corp,,,,0,
409615,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 16:08,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,1000000,5/13/2019,,,0,,9810,Singlename,CVSHEA,P,138CBK,100,77015410,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,bb0989a2870111e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,6,,,,0,0,,CVS Health Corp,,,,0,
409615,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 16:14,3/20/2019,6/4/2019,B SN_CDS / Single Name CDS,,1500000,5/13/2019,,,0,,9810,Singlename,CVSHEA,P,138CBK,100,77015410,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,3f291614870511e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,7,,,,0,0,,CVS Health Corp,,,,0,
409616,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 15:34,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,1000000,5/13/2019,,,0,,9878,Singlename,CVSHEA,P,138CBK,100,77015411,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,a81d3a2a86ff11e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,2,,,,0,0,,CVS Health Corp,,,,0,
409616,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,5/13/2019,,USD,6/4/2019 15:43,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9878,Singlename,CVSHEA,P,138CBK,100,77015411,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,29ac175075a311e9824d0a4428260000,,generatedbyCSM,1880563535,,,,TROWUS33XXX,,3,,,,0,0,,CVS Health Corp,,,,0,
409616,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 15:48,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,1000000,5/13/2019,,,0,,9878,Singlename,CVSHEA,P,138CBK,100,77015411,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,bb182dea870111e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,4,,,,0,0,,CVS Health Corp,,,,0,
409616,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 15:53,3/20/2019,6/4/2019,B SN_CDS / Single Name CDS,,1500000,5/13/2019,,,0,,9878,Singlename,CVSHEA,P,138CBK,100,77015411,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,6c4cf960870211e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,5,,,,0,0,,CVS Health Corp,,,,0,
409616,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 16:08,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,1000000,5/13/2019,,,0,,9878,Singlename,CVSHEA,P,138CBK,100,77015411,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,bb182dea870111e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,6,,,,0,0,,CVS Health Corp,,,,0,
409616,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,6/4/2019,,USD,6/4/2019 16:14,3/20/2019,6/4/2019,B SN_CDS / Single Name CDS,,1500000,5/13/2019,,,0,,9878,Singlename,CVSHEA,P,138CBK,100,77015411,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,3f37d35c870511e9b39b0a4428260000,,,1880563535,,,,TROWUS33XXX,,7,,,,0,0,,CVS Health Corp,,,,0,
409625,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:13,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9577,Singlename,BZH,S,07CABW,500,77015422,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,d681d3e286fc11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,4,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409625,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,6/4/2019 15:28,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2000000,5/13/2019,,,0,,9577,Singlename,BZH,S,07CABW,500,77015422,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a929d798820e11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,5,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409625,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:33,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9577,Singlename,BZH,S,07CABW,500,77015422,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,a6b245a486ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,6,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409625,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:43,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9577,Singlename,BZH,S,07CABW,500,77015422,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,0963311c870111e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,7,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409625,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:48,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9577,Singlename,BZH,S,07CABW,500,77015422,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a6b245a486ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,8,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409625,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:58,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9577,Singlename,BZH,S,07CABW,500,77015422,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,1f74b10e870311e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,9,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409626,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:13,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9539,Singlename,BZH,S,07CABW,500,77015423,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,d63f015286fc11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,4,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409626,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,6/4/2019 15:28,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2000000,5/13/2019,,,0,,9539,Singlename,BZH,S,07CABW,500,77015423,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a8e39e54820e11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,5,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409626,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:33,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9539,Singlename,BZH,S,07CABW,500,77015423,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,a666740886ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,6,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409626,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:43,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9539,Singlename,BZH,S,07CABW,500,77015423,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,0918bdee870111e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,7,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409626,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:48,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9539,Singlename,BZH,S,07CABW,500,77015423,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a666740886ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,8,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409626,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:58,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,9539,Singlename,BZH,S,07CABW,500,77015423,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,1f3204bc870311e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,9,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409627,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:13,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7AJF,Singlename,BZH,S,07CABW,500,77015424,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,d5f8701686fc11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,4,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409627,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,6/4/2019 15:28,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2000000,5/13/2019,,,0,,7AJF,Singlename,BZH,S,07CABW,500,77015424,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a8a55e3c820e11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,5,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409627,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:33,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7AJF,Singlename,BZH,S,07CABW,500,77015424,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,a62ac46c86ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,6,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409627,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:43,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7AJF,Singlename,BZH,S,07CABW,500,77015424,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,08de70e4870111e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,7,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409627,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:48,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7AJF,Singlename,BZH,S,07CABW,500,77015424,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a62ac46c86ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,8,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409627,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:58,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7AJF,Singlename,BZH,S,07CABW,500,77015424,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,1eefadd8870311e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,9,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409628,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:13,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7025,Singlename,BZH,S,07CABW,500,77015420,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,d6fe930a86fc11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,4,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409628,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,6/4/2019 15:28,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2000000,5/13/2019,,,0,,7025,Singlename,BZH,S,07CABW,500,77015420,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a9ac2284820e11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,5,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409628,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:33,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7025,Singlename,BZH,S,07CABW,500,77015420,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,a733d75486ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,6,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409628,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:43,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7025,Singlename,BZH,S,07CABW,500,77015420,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,09f0bf5a870111e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,7,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409628,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:48,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7025,Singlename,BZH,S,07CABW,500,77015420,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a733d75486ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,8,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409628,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:58,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,7025,Singlename,BZH,S,07CABW,500,77015420,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,200349a0870311e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,9,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409629,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:13,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,3472,Singlename,BZH,S,07CABW,500,77015421,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,d6bddcfc86fc11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,4,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409629,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,6/4/2019 15:28,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2000000,5/13/2019,,,0,,3472,Singlename,BZH,S,07CABW,500,77015421,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a96eb1ec820e11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,5,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409629,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:33,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,3472,Singlename,BZH,S,07CABW,500,77015421,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,a6efd70c86ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,6,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409629,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:43,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,3472,Singlename,BZH,S,07CABW,500,77015421,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,099ebaf2870111e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,7,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409629,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:48,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,3472,Singlename,BZH,S,07CABW,500,77015421,Undo Partial Termination,0,,,0,0,0,,0,,0,0,,0,0,,a6efd70c86ff11e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,8,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409629,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,6/4/2019,,USD,6/4/2019 15:58,3/20/2019,6/4/2019,S SN_CDS / Single Name CDS,,-1000000,5/13/2019,,,0,,3472,Singlename,BZH,S,07CABW,500,77015421,Terminated,0,,,0,0,0,,0,,0,0,,0,0,,1fb73ede870311e9b39b0a4428260000,,,1880563546,,,,TROWUS33XXX,,9,,,,0,0,,BEAZER HOMES USA INC,,,,0,
409634,Multi Underlying Structuring Tool,SN_CDS,Verified,CHASGB2LDPC,6/4/2019,,USD,6/4/2019 16:14,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,-2000000,5/13/2019,,,0,,70GB,Singlename,HNZ,S,4G537B,100,77015427,Part Terminated,0,,,0,0,0,,0,,0,0,,0,0,,3dae58ee870511e9b39b0a4428260000,,,1880563550,,,,TROWUS33XXX,,4,,,,0,0,,H J HEINZ CO,,,,0,
