CRDSecid,AcnoMinor,Notional,InstrCode,IssueCurrency,TradeDate,MaturityDate,HiNetSedol,TransactionType,Quantity,Price,HiNetISIN,LongShort
1888976006                    ,4568        ,332603.24,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,56977,(null),(null),L
1888978937                    ,4568        ,396335.5,EQTRSWP,SEK,5/21/2019,2020-01-15 00:00:00,9625299                       ,SWAPS,103291,(null),(null),L
1888978889                    ,4568        ,37468.04,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,19746,1.85,(null),L
1888978928                    ,4568        ,317010.82,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,984200,(null),(null),L
1888975875                    ,4568        ,112388.09,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,5785,19.65,(null),L
1888975863                    ,4568        ,209948.95,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2789,76.97,(null),L
1888978886                    ,4568        ,168240.67,EQTRSWP,CAD,5/21/2019,2020-01-15 00:00:00,9625329                       ,SWAPS,31394,(null),(null),L
1888976104                    ,4568        ,32099.83,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3029,10.93,(null),L
1888976138                    ,4568        ,110688.99,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2821,39.43,(null),L
1888975866                    ,4568        ,-9360.37,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-68,137.84,(null),S
1888975854                    ,4568        ,-155718.71,EQTRSWP,CHF,5/21/2019,2020-01-15 00:00:00,9625437                       ,SWAPS,-7452,22.07689259,(null),S
1888978898                    ,4568        ,-248093.07,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-187594,(null),(null),S
1888976013                    ,4568        ,-334487.4,EQTRSWP,NOK,5/21/2019,2020-01-15 00:00:00,9625233                       ,SWAPS,-69408,113.249,(null),S
1888978912                    ,4568        ,-180792.29,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2212,81.88,(null),S
1888975860                    ,4568        ,-8283.03,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-410,19.9,(null),S
1888975995                    ,4568        ,-48017.48,EQTRSWP,CAD,5/21/2019,2020-01-15 00:00:00,9625448                       ,SWAPS,-51418,(null),(null),S
1888975857                    ,4568        ,-121196.21,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2909,41.41,(null),S
1888978925                    ,4568        ,-163131.16,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4336,37.09,(null),S
1888975845                    ,4568        ,-245680.39,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-202623,108.228,(null),S
1888978941                    ,4568        ,-299773.43,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-18970,15.72,(null),S
1888978883                    ,4568        ,-180530.44,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1395,132.18,(null),S
1888978908                    ,4568        ,-105730.74,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-20168,5.67,(null),S
1888975869                    ,4568        ,-51868.88,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9625493                       ,SWAPS,-4900,(null),(null),S
1888978892                    ,4568        ,-5436.24,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-254,21.98,(null),S
1888978950                    ,4568        ,-156186.17,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1747,89.23,(null),S
1888978921                    ,4568        ,-138606.57,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9625318                       ,SWAPS,-10700,12.77193619,(null),S
1888976073                    ,4568        ,-167134.27,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-11996,14.07,(null),S
1884002155                    ,9810        ,308.83,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636536                       ,OPTIONS,250,121.7557468,(null),L
1884002119                    ,9810        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002225                    ,9810        ,-226.33,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636558                       ,OPTIONS,-250,(null),(null),S
1884002119                    ,9810        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002155                    ,9577        ,308.83,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636536                       ,OPTIONS,250,121.7557468,(null),L
1884002119                    ,9577        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002225                    ,9577        ,-226.33,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636558                       ,OPTIONS,-250,(null),(null),S
1884002119                    ,9577        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002155                    ,70GB        ,308.83,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636536                       ,OPTIONS,250,121.7557468,(null),L
1884002119                    ,70GB        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002225                    ,70GB        ,-226.33,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636558                       ,OPTIONS,-250,(null),(null),S
1884002119                    ,70GB        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002155                    ,3472        ,308.83,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636536                       ,OPTIONS,250,121.7557468,(null),L
1884002119                    ,3472        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002225                    ,3472        ,-226.33,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636558                       ,OPTIONS,-250,(null),(null),S
1884002119                    ,3472        ,-197.67,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636752                       ,OPTIONS,-250,(null),(null),S
1884002190                    ,3472        ,233.58,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636569                       ,OPTIONS,250,(null),(null),L
1882393699                    ,3472        ,1812710.73,INTRTSWP,SGD,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196755                    ,3472        ,-2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,-2500000,101.1316,(null),S
1888979532                    ,4568        ,6142500,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1575000000,(null),(null),L
1880563535                    ,9878        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S
1882394060                    ,9878        ,-78271.76,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S
1887196755                    ,9878        ,-2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,-2500000,101.1316,(null),S
1881715926                    ,9878        ,-2788498,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758187                    ,9539        ,2230798.4,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L
1884002137                    ,9539        ,-228.28,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636785                       ,OPTIONS,-250,(null),(null),S
1884002172                    ,9539        ,-309.24,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S
1884002234                    ,9539        ,-307.97,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S
1884002207                    ,9539        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1884002207                    ,9539        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1881715915                    ,9539        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882394060                    ,9539        ,-78271.76,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S
1882393699                    ,9539        ,1812710.73,INTRTSWP,SGD,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882393940                    ,9539        ,-622169.13,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S
1887196878                    ,9539        ,2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,(null),(null),L
1881715911                    ,9539        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758187                    ,7AJF        ,2230798.4,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L
1884002137                    ,7AJF        ,-228.28,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636785                       ,OPTIONS,-250,(null),(null),S
1884002172                    ,7AJF        ,-309.24,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S
1884002234                    ,7AJF        ,-307.97,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S
1884002207                    ,7AJF        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1884002207                    ,7AJF        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1880563645                    ,7AJF        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L
1881715915                    ,7AJF        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882393699                    ,7AJF        ,1812710.73,INTRTSWP,SGD,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882394219                    ,7AJF        ,-2500000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1882393940                    ,7AJF        ,-622169.13,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S
1881715911                    ,7AJF        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1885758187                    ,9810        ,2230798.4,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L
1884002190                    ,9810        ,233.58,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636569                       ,OPTIONS,250,(null),(null),L
1884002207                    ,9810        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1884002207                    ,9810        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1884002172                    ,9810        ,-309.24,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S
1884002137                    ,9810        ,-228.28,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636785                       ,OPTIONS,-250,(null),(null),S
1880563645                    ,9810        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L
1880563535                    ,9810        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S
1882394060                    ,9810        ,-78271.76,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S
1882394219                    ,9810        ,-2500000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1887196878                    ,9810        ,2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,(null),(null),L
1881715926                    ,9810        ,-2788498,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1884002190                    ,9577        ,233.58,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636569                       ,OPTIONS,250,(null),(null),L
1884002137                    ,9577        ,-228.28,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636785                       ,OPTIONS,-250,(null),(null),S
1884002172                    ,9577        ,-309.24,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636495                       ,OPTIONS,-250,102.25,(null),S
1884002207                    ,9577        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1884002207                    ,9577        ,-248.97,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636581                       ,OPTIONS,-250,(null),(null),S
1882393699                    ,9577        ,1812710.73,INTRTSWP,SGD,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1887196755                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,-2500000,101.1316,(null),S
1885758187                    ,70GB        ,2230798.4,PAYSWPOP,EUR,5/17/2019,2019-11-17 00:00:00,(null),OPTIONS,2000000,100,(null),L
1884002190                    ,70GB        ,233.58,CURCLOPT,EUR,5/16/2019,2020-05-20 00:00:00,9636569                       ,OPTIONS,250,(null),(null),L
1884002234                    ,70GB        ,-307.97,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636741                       ,OPTIONS,-250,99.62451,(null),S
1880563645                    ,70GB        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,3.922326685,(null),L
1880563535                    ,70GB        ,-2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,99.99065,(null),S
1881715915                    ,70GB        ,2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,2500000,(null),(null),L
1882394060                    ,70GB        ,-78271.76,INTRTSWP,THB,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,-2500000,71.27884919,(null),S
1882394219                    ,70GB        ,-2500000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S
1882393940                    ,70GB        ,-622169.13,INTRTSWP,BRL,5/15/2019,2026-05-15 00:00:00,(null),SWAPS,-2500000,99.125,(null),S
1887196755                    ,70GB        ,-2500000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,-2500000,101.1316,(null),S
