Trade ID,Trade Type,SubType,Status,Customer,Trade Date,Broker,Ccy,Amended Date,Start Date,Maturity Date,Description,Ccy Pair,Notional,Trade Entry Date,Buy / Sell,Put / Call,Strike,Equity Id,Portfolio,CE Type,Credit Entity,Purchase / Sale,Red Pair,Traded Spread,ClientRefID,Trade State,Fwd Price,Return Leg Price,Funding Leg Index,Funding Leg Rate,Funding Leg Spread,Leg2 Notional,Leg2 Ccy,FX Rate,Leg1 Index,Leg1 Rate,Leg1 Spread,Leg2 Index,Leg2 Rate,Leg2 Spread,Counterparty Trade Ref.ID,GTM Reference ID,Executing Broker,ID1,ID2,OMS ID,SEF ID,USI Issuer_USI Trade ID,Legal Entity,Accounting System ID,Version,IM Type,IM Amount,Equity Market Price,Stub Rate,Unit,Final Payment Date
410037,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,MXN,5/24/2019 12:46,5/16/2019,5/3/2029,SW/PAY 1MTIIE+Mont,,1000000,5/15/2019,BUY,,0,,9810,,,P,,,77031407,Part Assigned,0,,,0,0,1000000,MXN,0,FIXED,816,0,TIIE,850.61,0,,597ed1b27d6d11e9824d0a4428260000,,,1882393840,,,,TROWUS33XXX,,5,,,,0,0,
410037,Swap,IRSWAP,Verified,MSCSUS33XXX,5/24/2019,,MXN,5/24/2019 14:23,5/16/2019,5/24/2019,SW/PAY 1MTIIE+Mont,,1000000,5/15/2019,BUY,,0,,9810,,,P,,,77031407,Our Assignment,0,,,0,0,1000000,MXN,0,FIXED,816,0,TIIE,850.61,0,,06f92f207e5111e9824d0a4428260000,,,1882393840,,,,TROWUS33XXX,,6,,,,0,0,
410038,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,MXN,5/24/2019 12:46,5/16/2019,5/3/2029,SW/PAY 1MTIIE+Mont,,1000000,5/15/2019,BUY,,0,,9878,,,P,,,77031408,Part Assigned,0,,,0,0,1000000,MXN,0,FIXED,816,0,TIIE,850.61,0,,599001d07d6d11e9824d0a4428260000,,,1882393840,,,,TROWUS33XXX,,5,,,,0,0,
410038,Swap,IRSWAP,Verified,MSCSUS33XXX,5/24/2019,,MXN,5/24/2019 14:23,5/16/2019,5/24/2019,SW/PAY 1MTIIE+Mont,,1000000,5/15/2019,BUY,,0,,9878,,,P,,,77031408,Our Assignment,0,,,0,0,1000000,MXN,0,FIXED,816,0,TIIE,850.61,0,,07093dd47e5111e9824d0a4428260000,,,1882393840,,,,TROWUS33XXX,,6,,,,0,0,
410039,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,MXN,5/24/2019 12:43,5/16/2019,5/3/2029,SW/PAY 1MTIIE+Mont,,1000000,5/15/2019,BUY,,0,,3472,,,P,,,77031404,Part Assigned,0,,,0,0,1000000,MXN,0,FIXED,816,0,TIIE,850.61,0,,58a8a9c07d6d11e9824d0a4428260000,,,1882393840,,,,TROWUS33XXX,,5,,,,0,0,
410039,Swap,IRSWAP,Verified,MSCSUS33XXX,5/24/2019,,MXN,5/24/2019 14:23,5/16/2019,5/24/2019,SW/PAY 1MTIIE+Mont,,1000000,5/15/2019,BUY,,0,,3472,,,P,,,77031404,Our Assignment,0,,,0,0,1000000,MXN,0,FIXED,816,0,TIIE,850.61,0,,075547e27e5111e9824d0a4428260000,,,1882393840,,,,TROWUS33XXX,,6,,,,0,0,
410040,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,MYR,5/24/2019 12:46,5/15/2019,5/15/2029,SW/PAY 3.85000%MYRFIXEDQuar,,-2500000,5/15/2019,SELL,,0,,9577,,,S,,,77031410,Contract Create/New,0,,,0,0,2500000,MYR,0,FIXED,385,0,KLIBO,346,0,,0c59d91477f911e9824d0a4428260000,,generatedbyCSM,1882394020,,,,TROWUS33XXX,,5,,,,0,0,
410041,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,MYR,5/24/2019 12:46,5/15/2019,5/15/2029,SW/PAY 3.85000%MYRFIXEDQuar,,-2500000,5/15/2019,SELL,,0,,7AJF,,,S,,,77031411,Contract Create/New,0,,,0,0,2500000,MYR,0,FIXED,385,0,KLIBO,346,0,,0ca3bdae77f911e9824d0a4428260000,,generatedbyCSM,1882394020,,,,TROWUS33XXX,,5,,,,0,0,
410042,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,MYR,5/24/2019 12:45,5/15/2019,5/15/2029,SW/PAY 3.85000%MYRFIXEDQuar,,-2500000,5/15/2019,SELL,,0,,9878,,,S,,,77031412,Contract Create/New,0,,,0,0,2500000,MYR,0,FIXED,385,0,KLIBO,346,0,,0cb4f1fa77f911e9824d0a4428260000,,generatedbyCSM,1882394020,,,,TROWUS33XXX,,5,,,,0,0,
410043,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,MYR,5/24/2019 12:46,5/15/2019,5/15/2029,SW/PAY 3.85000%MYRFIXEDQuar,,-2500000,5/15/2019,SELL,,0,,3472,,,S,,,77031409,Contract Create/New,0,,,0,0,2500000,MYR,0,FIXED,385,0,KLIBO,346,0,,0d03f1b077f911e9824d0a4428260000,,generatedbyCSM,1882394020,,,,TROWUS33XXX,,5,,,,0,0,
410044,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,THB,5/24/2019 12:44,5/17/2019,5/17/2024,SW/PAY 6MBIBOR+Semi,,1250000,5/15/2019,BUY,,0,,9577,,,P,,,77031414,Part Assigned,0,,,0,0,1250000,THB,0,FIXED,187.5,0,BIBOR,196.311,0,,5a2c517a7d6d11e9824d0a4428260000,,,1882394039,,,,TROWUS33XXX,,6,,,,0,0,
410045,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,THB,5/24/2019 12:46,5/17/2019,5/17/2024,SW/PAY 6MBIBOR+Semi,,1250000,5/15/2019,BUY,,0,,70GB,,,P,,,77031415,Part Assigned,0,,,0,0,1250000,THB,0,FIXED,187.5,0,BIBOR,196.311,0,,59cbfafa7d6d11e9824d0a4428260000,,,1882394039,,,,TROWUS33XXX,,6,,,,0,0,
410046,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,THB,5/24/2019 12:43,5/17/2019,5/17/2024,SW/PAY 6MBIBOR+Semi,,1250000,5/15/2019,BUY,,0,,9878,,,P,,,77031416,Part Assigned,0,,,0,0,1250000,THB,0,FIXED,187.5,0,BIBOR,196.311,0,,5a3cb13c7d6d11e9824d0a4428260000,,,1882394039,,,,TROWUS33XXX,,6,,,,0,0,
410047,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,THB,5/24/2019 12:44,5/17/2019,5/17/2024,SW/PAY 6MBIBOR+Semi,,1250000,5/15/2019,BUY,,0,,7025,,,P,,,77031413,Part Assigned,0,,,0,0,1250000,THB,0,FIXED,187.5,0,BIBOR,196.311,0,,5a8bfd5a7d6d11e9824d0a4428260000,,,1882394039,,,,TROWUS33XXX,,6,,,,0,0,
410144,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 12:45,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,7AJF,,,S,,,77033406,Contract Create/New,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,20f7262c78b911e9824d0a4428260000,,generatedbyCSM,1882394219,,,,TROWUS33XXX,,4,,,,0,0,
410144,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 14:38,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,7AJF,,,S,,,77033406,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,239754a27e5311e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,5,,,,0,0,
410144,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 15:28,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,7AJF,,,S,,,77033406,Undo We Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,1e9a9caa7e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,6,,,,0,0,
410144,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 15:33,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,7AJF,,,S,,,77033406,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,d3bc8f8a7e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,7,,,,0,0,
410145,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 12:46,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9752,,,S,,,77033407,Contract Create/New,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,211ca16878b911e9824d0a4428260000,,generatedbyCSM,1882394219,,,,TROWUS33XXX,,4,,,,0,0,
410145,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 14:38,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9752,,,S,,,77033407,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,23d66fd47e5311e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,5,,,,0,0,
410145,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 15:28,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9752,,,S,,,77033407,Undo We Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,1ee34d607e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,6,,,,0,0,
410145,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 15:33,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9752,,,S,,,77033407,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,d3fb493c7e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,7,,,,0,0,
410146,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 12:45,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,70GB,,,S,,,77033408,Contract Create/New,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,2145bc7478b911e9824d0a4428260000,,generatedbyCSM,1882394219,,,,TROWUS33XXX,,4,,,,0,0,
410146,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 14:38,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,70GB,,,S,,,77033408,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,2346acdc7e5311e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,5,,,,0,0,
410146,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 15:28,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,70GB,,,S,,,77033408,Undo We Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,1e5910467e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,6,,,,0,0,
410146,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 15:33,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,70GB,,,S,,,77033408,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,d37461607e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,7,,,,0,0,
410147,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 12:45,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9810,,,S,,,77033409,Contract Create/New,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,216772e278b911e9824d0a4428260000,,generatedbyCSM,1882394219,,,,TROWUS33XXX,,4,,,,0,0,
410147,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 14:38,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9810,,,S,,,77033409,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,242003ba7e5311e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,5,,,,0,0,
410147,Swap,IRS,Verified,CITIUS33XXX,5/15/2019,,USD,5/24/2019 15:28,5/17/2019,5/17/2021,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9810,,,S,,,77033409,Undo We Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,1f3a75c27e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,6,,,,0,0,
410147,Swap,IRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 15:33,5/17/2019,5/24/2019,SW/PAY 1.85550%USDFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9810,,,S,,,77033409,Our Assignment,0,,,0,0,2500000,USD,0,FIXED,185.55,0,FORM,0,0,,d45281d47e5a11e9824d0a4428260000,,,1882394219,,,,TROWUS33XXX,,7,,,,0,0,
410433,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,BRL,5/24/2019 12:43,5/15/2019,5/15/2024,SW/PAY 6MCDI+Zero,,1000000,5/15/2019,BUY,,0,,9539,,,P,,,77060402,Part Assigned,0,,,0,0,1000000,BRL,0,FIXED,645,0,CDI,0,0,,851c500a7d7811e9824d0a4428260000,,,1882393919,,,,TROWUS33XXX,,5,,,,0,0,
410434,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,BRL,5/24/2019 12:43,5/15/2019,5/15/2024,SW/PAY 6MCDI+Zero,,1000000,5/15/2019,BUY,,0,,7AJF,,,P,,,77060403,Part Assigned,0,,,0,0,1000000,BRL,0,FIXED,645,0,CDI,0,0,,84d849be7d7811e9824d0a4428260000,,,1882393919,,,,TROWUS33XXX,,5,,,,0,0,
410435,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,BRL,5/24/2019 12:44,5/15/2019,5/15/2024,SW/PAY 6MCDI+Zero,,1000000,5/15/2019,BUY,,0,,9810,,,P,,,77060404,Part Assigned,0,,,0,0,1000000,BRL,0,FIXED,645,0,CDI,0,0,,855a23f87d7811e9824d0a4428260000,,,1882393919,,,,TROWUS33XXX,,5,,,,0,0,
410436,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,BRL,5/24/2019 12:43,5/15/2019,5/15/2024,SW/PAY 6MCDI+Zero,,1000000,5/15/2019,BUY,,0,,9878,,,P,,,77060405,Part Assigned,0,,,0,0,1000000,BRL,0,FIXED,645,0,CDI,0,0,,856b205e7d7811e9824d0a4428260000,,,1882393919,,,,TROWUS33XXX,,5,,,,0,0,
410437,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,BRL,5/24/2019 12:35,5/15/2019,5/23/2019,SW/PAY 6MCDI+Zero,,1000000,5/15/2019,BUY,,0,,3472,,,P,,,77060401,Our Assignment,0,,,0,0,1000000,BRL,0,FIXED,645,0,CDI,0,0,,TS19abf1da7d7e11e9824d0a4428260000,,,1882393919,,,,TROWUS33XXX,,4,,,,0,0,
410437,Swap,IRSWAP,Verified,MSCSUS33XXX,5/23/2019,,BRL,5/24/2019 12:37,5/15/2019,5/15/2024,SW/PAY 6MCDI+Zero,,1000000,5/15/2019,BUY,,0,,3472,,,P,,,77060401,Undo We Assignment,0,,,0,0,1000000,BRL,0,FIXED,645,0,CDI,0,0,,TS19abf1da7d7e11e9824d0a4428260001,,,1882393919,,,,TROWUS33XXX,,5,,,,0,0,
410438,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,BRL,5/24/2019 12:46,5/15/2019,5/15/2023,SW/PAY 6.42300%BRLFIXEDZero,,-2500000,5/15/2019,SELL,,0,,7AJF,,,S,,,77060408,Contract Create/New,0,,,0,0,2500000,BRL,0,FIXED,642.3,0,CDI,0,0,,5c22f8ee7b3311e9824d0a4428260000,,generatedbyCSM,1880239689,,,,TROWUS33XXX,,4,,,,0,0,
410439,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,BRL,5/24/2019 12:45,5/15/2019,5/15/2023,SW/PAY 6.42300%BRLFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9577,,,S,,,77060406,Contract Create/New,0,,,0,0,2500000,BRL,0,FIXED,642.3,0,CDI,0,0,,5c4ab5c87b3311e9824d0a4428260000,,generatedbyCSM,1880239689,,,,TROWUS33XXX,,4,,,,0,0,
410440,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,BRL,5/24/2019 12:45,5/15/2019,5/15/2023,SW/PAY 6.42300%BRLFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9539,,,S,,,77060407,Contract Create/New,0,,,0,0,2500000,BRL,0,FIXED,642.3,0,CDI,0,0,,5c6a423a7b3311e9824d0a4428260000,,generatedbyCSM,1880239689,,,,TROWUS33XXX,,4,,,,0,0,
410441,Swap,IRSWAP,Verified,CSFPGB2LXXX,5/15/2019,,BRL,5/24/2019 12:45,5/15/2019,5/15/2023,SW/PAY 6.42300%BRLFIXEDZero,,-2500000,5/15/2019,SELL,,0,,9752,,,S,,,77060409,Contract Create/New,0,,,0,0,2500000,BRL,0,FIXED,642.3,0,CDI,0,0,,5c91df707b3311e9824d0a4428260000,,generatedbyCSM,1880239689,,,,TROWUS33XXX,,4,,,,0,0,
410502,Exotic,ETRS,Verified,MSCSUS33XXX,5/24/2019,,USD,5/24/2019 16:45,5/23/2019,5/22/2019,EX/SELL AAWW,,-213083.85,5/21/2019,SELL,,0,AAWW,4568,,,,,,77056511,Terminated,0,38.955,LIB1M,242.963,-4000,0,USD,0,,0,0,,0,0,,a1b803347e6411e9824d0a4428260000,,,1887197884,,,,TROWUS33XXX,,4,,,50.45,0,0,5/24/2019
410503,Exotic,ETRS,Verified,CHASGB2LDPC,5/24/2019,,USD,5/24/2019 16:46,5/23/2019,5/22/2019,EX/SELL ACRS,,-56375.64,5/21/2019,SELL,,0,ACRS,4568,,,,,,77056671,Terminated,0,5.255,LIB1M,242.963,-4000,0,USD,0,,0,0,,0,0,,a91457a47e6411e9824d0a4428260000,,,1888975161,,,,TROWUS33XXX,,4,,,26.51,0,0,5/24/2019
410504,Exotic,ETRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 16:45,5/23/2019,5/22/2019,EX/BUY ALSN,,165895.52,5/21/2019,BUY,,0,ALSN,4568,,,,,,77056651,Terminated,0,43.565,LIB1M,242.963,4000,0,USD,0,,0,0,,0,0,,a575fbd47e6411e9824d0a4428260000,,,1888974756,,,,TROWUS33XXX,,3,,,46.25,0,0,5/24/2019
410505,Exotic,ETRS,Verified,UBSWUS33XXX,5/24/2019,,USD,5/24/2019 16:09,5/23/2019,5/22/2019,EX/BUY ALGT,,109896.39,5/21/2019,BUY,,0,ALGT,4568,,,,,,77056566,Terminated,0,141.985,LIB1M,242.963,3500,0,USD,0,,0,0,,0,0,,b89b417e7e5f11e9824d0a4428260000,,,1887198176,,,,TROWUS33XXX,,3,,,139.85,0,0,5/24/2019
410506,Exotic,ETRS,Verified,UBSWUS33XXX,5/24/2019,,USD,5/24/2019 16:47,5/23/2019,5/22/2019,EX/BUY ABTX,,130627.8,5/21/2019,BUY,,0,ABTX,4568,,,,,,77056548,Terminated,0,35.115,LIB1M,242.963,3500,0,USD,0,,0,0,,0,0,,ae4e17787e6411e9824d0a4428260000,,,1887198060,,,,TROWUS33XXX,,3,,,38.6,0,0,5/24/2019
410507,Exotic,ETRS,Verified,UBSWUS33XXX,5/24/2019,,USD,5/24/2019 16:46,5/23/2019,5/22/2019,EX/SELL AMIGF,,-280738.63,5/21/2019,SELL,,0,AMIGF,4568,,,,,,77056560,Terminated,0,26.225,LIB1M,242.963,-4000,0,USD,0,,0,0,,0,0,,a8ae65207e6411e9824d0a4428260000,,,1887198153,,,,TROWUS33XXX,,4,,,29.05,0,0,5/24/2019
410508,Exotic,ETRS,Verified,CITIUS33XXX,5/24/2019,,USD,5/24/2019 16:44,5/23/2019,5/22/2019,EX/BUY AFBG,,11478.07,5/21/2019,BUY,,0,AFBG,4568,,,,,,77056631,Terminated,0,0.1123,LIB1M,242.963,4000,0,USD,0,,0,0,,0,0,,9cdbe4707e6411e9824d0a4428260000,,,1888974768,,,,TROWUS33XXX,,3,,,0.0787,0,0,5/24/2019
410509,Exotic,ETRS,Verified,UBSWUS33XXX,5/24/2019,,USD,5/24/2019 16:09,5/23/2019,5/22/2019,EX/BUY AGLE,,350457.75,5/21/2019,BUY,,0,AGLE,4568,,,,,,77056596,Terminated,0,6.525,LIB1M,242.963,3500,0,USD,0,,0,0,,0,0,,b6c3a15c7e5f11e9824d0a4428260000,,,1888974535,,,,TROWUS33XXX,,3,,,6.88,0,0,5/24/2019
410511,Exotic,ETRS,Verified,MSCSUS33XXX,5/24/2019,,USD,5/24/2019 16:09,5/23/2019,5/22/2019,EX/BUY BATRK,,373422.17,5/21/2019,BUY,,0,BATRK,4568,,,,,,77056522,Terminated,0,27.665,LIB1M,242.963,4000,0,USD,0,,0,0,,0,0,,b80f9c007e5f11e9824d0a4428260000,,,1887197958,,,,TROWUS33XXX,,3,,,24.8,0,0,5/24/2019
410512,Exotic,ETRS,Verified,MSCSUS33XXX,5/24/2019,,USD,5/24/2019 16:44,5/23/2019,5/22/2019,EX/BUY ACBI,,351972.1,5/21/2019,BUY,,0,ACBI,4568,,,,,,77056525,Terminated,0,17.525,LIB1M,242.963,4000,0,USD,0,,0,0,,0,0,,9d86e8847e6411e9824d0a4428260000,,,1887197950,,,,TROWUS33XXX,,3,,,18.5,0,0,5/24/2019
