Trade Date,Maturity Date,Account Abbreviation,Notional,ID2,Product Type,Currency Code,Equity Underlying Identifier,ID3,Option Exercise Start Date,# of Shares/Options,Notional 2,InitialEqtyPrice,Executing Broker,Protection,Pay/Receive,LastEqtyResetPrice,2nd Leg Notional
5/21/2019,1/17/2020,4568,65685.87,1887197892,EQS,AUD,B56CQJ5,1887197893,,,12286,5.3464,,,Receive,5.3464,65685.87
5/21/2019,1/17/2020,4568,397640,1887197857,EQS,USD,BD86CY8,1887197859,,,52321052,0.0076,,,Receive,0.0076,397640
5/21/2019,1/17/2020,4568,230492.26,1887197928,EQS,AUD,B07YHR0,1887197929,,,115108,2.0024,,,Receive,2.0024,230492.26
5/21/2019,1/17/2020,4568,21508.56,1887198097,EQS,USD,BBFSC98,1887198098,,,57158,0.3763,,,Pay,0.3763,21508.56
5/21/2019,1/17/2020,4568,355564.67,1888974478,EQS,USD,BYQMV15,1888974479,,,16561,21.47,,,Receive,21.47,355564.67
5/21/2019,1/17/2020,4568,173250.39,1888974622,EQS,USD,BD2B6P8,1888974623,,,429050,0.4038,,,Receive,0.4038,173250.39
5/21/2019,1/17/2020,4568,122023.25,1888974586,EQS,AUD,B1CND93,1888974587,,,121877,1.0012,,,Receive,1.0012,122023.25
5/21/2019,1/17/2020,4568,147728.34,1887198181,EQS,USD,B748CK2,1887198182,,,1268,116.505,,,Receive,116.505,147728.34
5/21/2019,1/17/2020,4568,394008.58,1887198173,EQS,USD,BYQD1J6,1887198174,,,6767,58.225,,,Pay,58.225,394008.58
5/21/2019,1/17/2020,4568,188483.7,1888974643,EQS,CAD,B3NB1P2,1888974644,,,4260,44.245,,,Receive,44.245,188483.7
5/21/2019,1/17/2020,4568,97513.96,1888974793,EQS,AUD,B298TQ7,1888974794,,,110950,0.8789,,,Pay,0.8789,97513.96
5/21/2019,1/17/2020,4568,171911.42,1887198024,EQS,USD,BD0SJ96,1887198025,,,38872,4.4225,,,Pay,4.4225,171911.42
5/21/2019,1/17/2020,4568,341088.27,1887197988,EQS,USD,BFMV1R9,1887197989,,,761018,0.4482,,,Pay,0.4482,341088.27
5/21/2019,1/17/2020,4568,388591.39,1888974753,EQS,USD,BYQQ3P5,1888974754,,,6842,56.795,,,Receive,56.795,388591.39
5/21/2019,1/17/2020,4568,205233.6,1888974598,EQS,USD,B7KY3Z6,1888974599,,,7360,27.885,,,Pay,27.885,205233.6
5/21/2019,1/17/2020,4568,1542022.43,1888975206,EQS,DKK,BBL4QM1,1888975207,,,20859,73.926,,,Pay,73.926,1542022.43
5/21/2019,1/17/2020,4568,132872.59,1888975186,EQS,EUR,5785186,1888975187,,,5096,26.0739,,,Pay,26.0739,132872.59
5/21/2019,1/17/2020,4568,264673.5,1888974625,EQS,USD,BY7R410,1888974626,,,23268,11.375,,,Receive,11.375,264673.5
5/21/2019,1/17/2020,4568,247393.26,1887197880,EQS,USD,BMNDKT8,1887197881,,,65246,3.7917,,,Pay,3.7917,247393.26
5/21/2019,1/17/2020,4568,255193.13,1887197889,EQS,USD,BD2B4V0,1887197890,,,12373,20.625,,,Receive,20.625,255193.13
5/21/2019,1/17/2020,4568,51780.87,1887197865,EQS,USD,B01DFS0,1887197866,,,1458,35.515,,,Receive,35.515,51780.87
5/21/2019,1/17/2020,4568,48607.02,1888974570,EQS,USD,6084365,1888974571,,,132300,0.3674,,,Pay,0.3674,48607.02
5/21/2019,1/17/2020,4568,179887.73,1887197931,EQS,USD,B23DBK6,1887197932,,,4959,36.275,,,Pay,36.275,179887.73
5/21/2019,1/17/2020,4568,202942.74,1887197967,EQS,USD,B7GMCG8,1887197968,,,9548,21.255,,,Receive,21.255,202942.74
5/21/2019,1/17/2020,4568,232252.9,1887197907,EQS,USD,B29GJQ1,1887197908,,,8756,26.525,,,Receive,26.525,232252.9
5/21/2019,1/17/2020,4568,33281.6,1887197970,EQS,USD,BS7K7M9,1887197971,,,704,47.275,,,Pay,47.275,33281.6
5/21/2019,1/17/2020,4568,175106.49,1887197961,EQS,USD,BZ0P429,1887197962,,,21902,7.995,,,Receive,7.995,175106.49
5/21/2019,1/17/2020,4568,253957.98,1887198209,EQS,USD,BYY88Y7,1887198210,,,223,1138.825,,,Pay,1138.825,253957.98
5/21/2019,1/17/2020,4568,66824.54,1887198189,EQS,USD,BCRY5K3,1887198190,,,967,69.105,,,Receive,69.105,66824.54
5/21/2019,1/17/2020,4568,27785.5,1888974504,EQS,USD,B00G8B4,1888974505,,,1633,17.015,,,Receive,17.015,27785.5
5/21/2019,1/17/2020,4568,5505.5,1887197940,EQS,USD,BYSPYB3,1887197941,,,20,275.275,,,Receive,275.275,5505.5
5/21/2019,1/17/2020,4568,187545.57,1887198083,EQS,USD,BGCBBK9,1887198084,,,27439,6.835,,,Receive,6.835,187545.57
5/21/2019,1/17/2020,4568,155329.58,1887198200,EQS,USD,BYVYWS0,1887198201,,,10513,14.775,,,Receive,14.775,155329.58
5/21/2019,1/17/2020,4568,187343.7,1887197997,EQS,USD,B570P91,1887197998,,,1427,131.285,,,Receive,131.285,187343.7
5/21/2019,1/17/2020,4568,58254,1887198204,EQS,USD,B547X79,1887198205,,,2128,27.375,,,Pay,27.375,58254
5/21/2019,1/17/2020,4568,43215.71,1887197982,EQS,USD,B1YB5Y4,1887197983,,,14298,3.0225,,,Pay,3.0225,43215.71
5/21/2019,1/17/2020,4568,240552.03,1888974529,EQS,USD,BD72R64,1888974530,,,6419,37.475,,,Pay,37.475,240552.03
5/21/2019,1/17/2020,4568,226122.35,1887198194,EQS,USD,BF4W5T0,1887198195,,,6759,33.455,,,Receive,33.455,226122.35
5/21/2019,1/17/2020,4568,337327.77,1887197991,EQS,USD,B02PQV5,1887197992,,,3678,91.715,,,Receive,91.715,337327.77
5/21/2019,1/17/2020,4568,236435.55,1887197922,EQS,GBP,B5TT187,1887197923,,,262502,0.9007,,,Pay,0.9007,236435.55
5/21/2019,1/17/2020,4568,134558.04,1887197925,EQS,USD,BDGJMK5,1887197926,,,69629,1.9325,,,Pay,1.9325,134558.04
5/21/2019,1/17/2020,4568,95044.3,1887197994,EQS,USD,B7M66F1,1887197995,,,5876,16.175,,,Receive,16.175,95044.3
5/21/2019,1/17/2020,4568,198899.4,1888974475,EQS,USD,B8NB2R6,1888974476,,,13064,15.225,,,Pay,15.225,198899.4
5/21/2019,1/17/2020,4568,64378.15,1888974637,EQS,USD,BYZD465,1888974638,,,4094,15.725,,,Pay,15.725,64378.15
5/21/2019,1/17/2020,4568,31061.54,1888974688,EQS,USD,B1FP363,1888974689,,,404,76.885,,,Pay,76.885,31061.54
5/21/2019,1/17/2020,4568,119203.15,1888974555,EQS,USD,BD0Q558,1888974556,,,2074,57.475,,,Pay,57.475,119203.15
5/21/2019,1/17/2020,4568,162886.88,1888974803,EQS,USD,BY3H7G0,1888974804,,,11955,13.625,,,Receive,13.625,162886.88
5/21/2019,1/17/2020,4568,87844.27,1888975209,EQS,USD,BS7K7C9,1888975210,,,1462,60.085,,,Receive,60.085,87844.27
5/21/2019,1/17/2020,4568,87230.82,1888975151,EQS,USD,BF2F1K4,1888975152,,,15001,5.815,,,Receive,5.815,87230.82
5/21/2019,1/17/2020,4568,326149.63,1888975172,EQS,USD,BYQCZ35,1888975173,,,1075,303.395,,,Pay,303.395,326149.63
5/21/2019,1/17/2020,4568,180269.1,1888975328,EQS,USD,BD8QGH9,1888975329,,,4716,38.225,,,Pay,38.225,180269.1
5/21/2019,1/17/2020,4568,141658.13,1888975304,EQS,USD,B9M9ZZ7,1888975305,,,2625,53.965,,,Receive,53.965,141658.13
5/21/2019,1/17/2020,4568,20355.83,1888975279,EQS,USD,B1YWR63,1888975280,,,147,138.475,,,Pay,138.475,20355.83
5/21/2019,1/17/2020,4568,49606.94,1888975181,EQS,EUR,4920825,1888975182,,,3378,14.6853,,,Pay,14.6853,49606.94
5/21/2019,1/17/2020,4568,220584.59,1887197871,EQS,USD,B7F4TJ7,1887197872,,,7163,30.795,,,Pay,30.795,220584.59
5/21/2019,1/17/2020,4568,205989.78,1887197858,EQS,USD,BZ3G9B3,1887197861,,,201457,1.0225,,,Pay,1.0225,205989.78
5/21/2019,1/17/2020,4568,154934.33,1887197868,EQS,USD,BZ1N455,1887197869,,,3055,50.715,,,Pay,50.715,154934.33
5/21/2019,1/17/2020,4568,179839.25,1887197934,EQS,USD,B1GC200,1887197935,,,8870,20.275,,,Receive,20.275,179839.25
5/21/2019,1/17/2020,4568,55857.41,1887197951,EQS,USD,B1YWRN0,1887197952,,,1286,43.435,,,Receive,43.435,55857.41
5/21/2019,1/17/2020,4568,219183.2,1887198170,EQS,USD,B2NC471,1887198171,,,5223,41.965,,,Receive,41.965,219183.2
5/21/2019,1/17/2020,4568,7487.95,1887197985,EQS,USD,B1GZ005,1887197986,,,457,16.385,,,Receive,16.385,7487.95
5/21/2019,1/17/2020,4568,91090.18,1887197979,EQS,USD,BYVFC94,1887197980,,,2383,38.225,,,Receive,38.225,91090.18
5/21/2019,1/17/2020,4568,9248.09,1888974523,EQS,USD,BF8D8T0,1888974524,,,77,120.1051,,,Receive,120.1051,9248.09
5/21/2019,1/17/2020,4568,49378.2,1888974487,EQS,USD,BYZ62T3,1888974488,,,2472,19.975,,,Pay,19.975,49378.2
5/21/2019,1/17/2020,4568,371832.51,1888974628,EQS,USD,BYNWB63,1888974629,,,9494,39.165,,,Pay,39.165,371832.51
5/21/2019,1/17/2020,4568,186126.71,1888974592,EQS,USD,B3CTNK6,1888974593,,,9086,20.485,,,Receive,20.485,186126.71
5/21/2019,1/17/2020,4568,9971.01,1888974774,EQS,USD,BZ03R68,1888974775,,,686,14.535,,,Receive,14.535,9971.01
5/21/2019,1/17/2020,4568,197363.88,1888974780,EQS,USD,BL95MY0,1888974781,,,952,207.315,,,Receive,207.315,197363.88
5/21/2019,1/17/2020,4568,184030.24,1888974561,EQS,USD,B7XJTN8,1888974562,,,2144,85.835,,,Receive,85.835,184030.24
5/21/2019,1/17/2020,4568,156115.71,1888974818,EQS,USD,BDDXM22,1888974819,,,32988,4.7325,,,Pay,4.7325,156115.71
5/21/2019,1/17/2020,4568,119505,1888974765,EQS,USD,BYQRGG0,1888974766,,,62000,1.9275,,,Receive,1.9275,119505
5/21/2019,1/17/2020,4568,89238.13,1888975164,EQS,USD,B1YWQK0,1888975165,,,1775,50.275,,,Pay,50.275,89238.13
5/21/2019,1/17/2020,4568,237826.05,1888975217,EQS,USD,B3KKGQ8,1888975218,,,2094,113.575,,,Receive,113.575,237826.05
5/21/2019,1/17/2020,4568,218222.5,1888975263,EQS,USD,B125XQ6,1888975264,,,4100,53.225,,,Pay,53.225,218222.5
5/21/2019,1/17/2020,4568,66527.1,1888975322,EQS,USD,B19FR01,1888975323,,,9311,7.145,,,Receive,7.145,66527.1
5/21/2019,1/17/2020,4568,355302.09,1888975275,EQS,USD,BYQ7X81,1888975276,,,5434,65.385,,,Pay,65.385,355302.09
5/21/2019,1/17/2020,4568,173697.2,1887197895,EQS,USD,BYQRFY1,1887197896,,,2867,60.585,,,Pay,60.585,173697.2
5/21/2019,1/17/2020,4568,7722.99,1887197973,EQS,USD,B7ZR219,1887197974,,,198,39.005,,,Pay,39.005,7722.99
5/21/2019,1/17/2020,4568,179387.35,1887198064,EQS,USD,B05BRL7,1887198065,,,18446,9.725,,,Pay,9.725,179387.35
5/21/2019,1/17/2020,4568,99698.3,1887198080,EQS,USD,B1W8J67,1887198081,,,5788,17.225,,,Receive,17.225,99698.3
5/21/2019,1/17/2020,4568,124644.51,1888974526,EQS,USD,B6YR5K3,1888974527,,,3974,31.365,,,Pay,31.365,124644.51
5/21/2019,1/17/2020,4568,221669.12,1888974613,EQS,USD,BYQ7X92,1888974614,,,4352,50.935,,,Receive,50.935,221669.12
5/21/2019,1/17/2020,4568,186702.2,1888974800,EQS,USD,B832462,1888974801,,,9123,20.465,,,Pay,20.465,186702.2
5/21/2019,1/17/2020,4568,47171.91,1888974821,EQS,USD,BV8TD84,1888974822,,,122,386.655,,,Pay,386.655,47171.91
5/21/2019,1/17/2020,4568,165471.2,1888975195,EQS,USD,B6ZC3N6,1888975196,,,3680,44.965,,,Receive,44.965,165471.2
5/21/2019,1/17/2020,4568,156367.98,1888975325,EQS,USD,BW9JPS4,1888975326,,,9036,17.305,,,Pay,17.305,156367.98
5/21/2019,1/17/2020,4568,215997.13,1888974484,EQS,USD,BYZFPN5,1888974485,,,4775,45.235,,,Pay,45.235,215997.13
5/21/2019,1/17/2020,4568,94662.2,1888974595,EQS,USD,BYY5DC1,1888974596,,,19211,4.9275,,,Receive,4.9275,94662.2
5/21/2019,1/17/2020,4568,91570.39,1888975316,EQS,USD,B4M7GZ3,1888975317,,,4286,21.365,,,Pay,21.365,91570.39
5/21/2019,1/17/2020,4568,152334,1888975269,EQS,USD,B5B2106,1888975270,,,1872,81.375,,,Receive,81.375,152334
5/21/2019,1/17/2020,4568,40388.2,1888975212,EQS,USD,BZ05388,1888975213,,,712,56.725,,,Pay,56.725,40388.2
5/21/2019,1/17/2020,4568,218853.64,1888975233,EQS,USD,B2QGDP1,1888975234,,,5621,38.935,,,Pay,38.935,218853.64
5/21/2019,1/17/2020,4568,77041.25,1888975155,EQS,USD,B0WR848,1888975156,,,2750,28.015,,,Receive,28.015,77041.25
5/21/2019,1/17/2020,4568,278958.15,1888975301,EQS,USD,BZ5ZS66,1888975302,,,39994,6.975,,,Receive,6.975,278958.15
5/21/2019,1/17/2020,4568,234609.82,1888975175,EQS,USD,BGR7KH2,1888975176,,,9253,25.355,,,Receive,25.355,234609.82
5/21/2019,1/17/2020,4568,286944.39,1888974558,EQS,USD,BP8GHT2,1888974559,,,224614,1.2775,,,Receive,1.2775,286944.39
5/21/2019,1/17/2020,4568,183527.5,1888974706,EQS,USD,B12F043,1888974707,,,3250,56.47,,,Pay,56.47,183527.5
5/21/2019,1/17/2020,4568,80240.38,1888974583,EQS,USD,BBXQ788,1888974584,,,4457799,0.018,,,Pay,0.018,80240.38
5/21/2019,1/17/2020,4568,137361.32,1888974632,EQS,USD,BD8DJ71,1888974633,,,12248,11.215,,,Receive,11.215,137361.32
5/21/2019,1/17/2020,4568,64783.53,1888974490,EQS,USD,BRJ3GY4,1888974491,,,8154,7.945,,,Receive,7.945,64783.53
5/21/2019,1/17/2020,4568,124211,1888974519,EQS,USD,BYPLQF2,1888974520,,,89200,1.3925,,,Pay,1.3925,124211
5/21/2019,1/17/2020,4568,297773.52,1888974541,EQS,USD,B56VW27,1888974542,,,1085972,0.2742,,,Pay,0.2742,297773.52
5/21/2019,1/17/2020,4568,2220515.3,1888974516,EQS,SEK,BGHPRZ3,1888974517,,,152986,14.5145,,,Receive,14.5145,2220515.3
5/21/2019,1/17/2020,4568,178168.89,1887198146,EQS,USD,BYX2LP2,1887198147,,,54948,3.2425,,,Pay,3.2425,178168.89
5/21/2019,1/17/2020,4568,333434.31,1887198077,EQS,USD,BNFXF87,1887198078,,,1457955,0.2287,,,Receive,0.2287,333434.31
5/21/2019,1/17/2020,4568,117596.01,1887197913,EQS,USD,B05KPX2,1887197914,,,11546,10.185,,,Pay,10.185,117596.01
5/21/2019,1/17/2020,4568,1118374.38,1887198150,EQS,SEK,BDCT298,1887198151,,,34393,32.5175,,,Pay,32.5175,1118374.38
5/21/2019,1/17/2020,4568,202916.5,1887197898,EQS,USD,BYX1QS7,1887197899,,,16632500,0.0122,,,Pay,0.0122,202916.5
5/21/2019,1/17/2020,4568,211945,1887197877,EQS,USD,BYM32J7,1887197878,,,194000,1.0925,,,Pay,1.0925,211945
5/21/2019,1/17/2020,4568,233011.51,1888975307,EQS,USD,B02P035,1888975308,,,84501,2.7575,,,Receive,2.7575,233011.51
5/21/2019,1/17/2020,4568,311660.61,1888975298,EQS,USD,BD0QRY1,1888975299,,,19478788,0.016,,,Pay,0.016,311660.61
5/21/2019,1/17/2020,4568,1221701.6,1888974567,EQS,HKD,BYW10R5,1888974568,,,136000,8.9831,,,Receive,8.9831,1221701.6
5/21/2019,1/17/2020,4568,2528435,1888974573,EQS,HKD,BYQ1V67,1888974574,,,650000,3.8899,,,Pay,3.8899,2528435
5/21/2019,1/17/2020,4568,126715.78,1888974717,EQS,USD,B3B0623,1888974718,,,251520,0.5038,,,Receive,0.5038,126715.78
5/21/2019,1/17/2020,4568,165653.63,1888974616,EQS,USD,BGSGXT1,1888974617,,,110252,1.5025,,,Pay,1.5025,165653.63
5/21/2019,1/17/2020,4568,4390271.42,1888974646,EQS,MXN,B8DST54,1888974647,,,222749,19.7095,,,Receive,19.7095,4390271.42
5/21/2019,1/17/2020,4568,137355.46,1888974513,EQS,USD,BVTW6D8,1888974514,,,231355,0.5937,,,Receive,0.5937,137355.46
5/21/2019,1/17/2020,4568,2463825.7,1887198009,EQS,HKD,BZ1NG59,1887198010,,,1307000,1.8851,,,Pay,1.8851,2463825.7
5/21/2019,1/17/2020,4568,1270133.33,1887198087,EQS,USD,B0D9PD1,1887198088,,,288666666,0.0044,,,Receive,0.0044,1270133.33
5/21/2019,1/17/2020,4568,221526,1887198071,EQS,USD,BD3GKS3,1887198072,,,19056,11.625,,,Receive,11.625,221526
5/21/2019,1/17/2020,4568,6984117.64,1887198157,EQS,MXN,B85H8C9,1887198158,,,301871,23.1361,,,Pay,23.1361,6984117.64
5/21/2019,1/17/2020,4568,3182000,1887198167,EQS,USD,B00MLS0,1887198168,,,795500000,0.004,,,Receive,0.004,3182000
5/21/2019,1/17/2020,4568,1974236.87,1887197886,EQS,MXN,B8F6ZF8,1887197887,,,77084,25.6115,,,Pay,25.6115,1974236.87
5/21/2019,1/17/2020,4568,394491.58,1887198163,EQS,USD,BD8QGG8,1887198164,,,10187,38.725,,,Pay,38.725,394491.58
5/21/2019,1/17/2020,4568,2037477,1887197964,EQS,HKD,BYQ3YQ4,1887197965,,,587000,3.471,,,Pay,3.471,2037477
5/21/2019,1/20/2020,4568,213561,1887197910,EQS,SGD,BD1R624,1887197911,,,389000,0.549,,,Pay,0.549,213561
5/21/2019,1/20/2020,4568,190662.08,1887197937,EQS,SGD,B1Z81H9,1887197938,,,150400,1.2677,,,Pay,1.2677,190662.08
5/21/2019,1/20/2020,4568,413247.9,1888974709,EQS,SGD,BDT7NG9,1888974710,,,1761500,0.2346,,,Pay,0.2346,413247.9
5/21/2019,1/20/2020,4568,29577393,1888974809,EQS,JPY,6430203,1888974810,,,13900,2127.87,,,Pay,2127.87,29577393
5/21/2019,1/17/2020,4568,246353.98,1888975272,EQS,USD,BQNHBR3,1888975273,,,298937,0.8241,,,Pay,0.8241,246353.98
5/21/2019,1/17/2020,4568,52939.39,1888974532,EQS,EUR,B4RLNR1,1888974533,,,1465,36.1361,,,Receive,36.1361,52939.39
5/21/2019,1/17/2020,4568,2492616,1888975158,EQS,HKD,BYV2JX8,1888975159,,,401000,6.216,,,Receive,6.216,2492616
5/21/2019,1/17/2020,4568,6884.89,1888974824,EQS,GBP,B4YCDF5,1888974825,,,6002,1.1471,,,Receive,1.1471,6884.89
5/21/2019,1/17/2020,4568,81287.28,1888974771,EQS,GBP,B0MTC97,1888974772,,,27629,2.9421,,,Pay,2.9421,81287.28
5/21/2019,1/17/2020,4568,125634.14,1888975221,EQS,USD,BYY93G7,1888975222,,,26146,4.8051,,,Receive,4.8051,125634.14
5/21/2019,1/17/2020,4568,145438.97,1888975192,EQS,USD,B030BQ9,1888975193,,,9326,15.595,,,Pay,15.595,145438.97
5/21/2019,1/17/2020,4568,337468.19,1888974806,EQS,EUR,B188ZL8,1888974807,,,11490,29.3706,,,Pay,29.3706,337468.19
5/21/2019,1/17/2020,4568,302931.82,1888974812,EQS,USD,B04RBX6,1888974813,,,40364,7.505,,,Pay,7.505,302931.82
5/21/2019,1/17/2020,4568,196039.05,1888974691,EQS,CAD,2405409,1888974692,,,31117310,0.0063,,,Pay,0.0063,196039.05
5/21/2019,1/17/2020,4568,47126.2,1888974749,EQS,USD,6853952,1888974750,,,68200,0.691,,,Pay,0.691,47126.2
5/21/2019,1/17/2020,4568,280454.3,1887198212,EQS,EUR,B1HJCG6,1887198213,,,4605161,0.0609,,,Pay,0.0609,280454.3
5/21/2019,1/17/2020,4568,197381.27,1888975319,EQS,USD,B06DT50,1888975320,,,1637,120.575,,,Receive,120.575,197381.27
5/21/2019,1/17/2020,4568,197881.94,1888974601,EQS,USD,BCZWJ63,1888974602,,,2357,83.955,,,Pay,83.955,197881.94
5/21/2019,1/17/2020,4568,119309.47,1888975313,EQS,USD,BQXZP64,1888975314,,,781,152.765,,,Receive,152.765,119309.47
5/21/2019,1/17/2020,4568,157122.73,1888974712,EQS,USD,B0J2NS5,1888974713,,,1743,90.145,,,Receive,90.145,157122.73
5/21/2019,1/17/2020,4568,12221.84,1888975286,EQS,USD,B7GGNT0,1888975287,,,1013,12.065,,,Pay,12.065,12221.84
5/21/2019,1/17/2020,4568,189005.66,1888974700,EQS,USD,BP8XZL1,1888974701,,,2741,68.955,,,Receive,68.955,189005.66
5/21/2019,1/17/2020,4568,61425.58,1888974604,EQS,USD,B44Z3T8,1888974605,,,369,166.465,,,Pay,166.465,61425.58
5/21/2019,1/17/2020,4568,152575.55,1887197976,EQS,USD,B9BP4R1,1887197977,,,6151,24.805,,,Pay,24.805,152575.55
5/21/2019,1/17/2020,4568,147993.25,1888974797,EQS,USD,BD4R405,1888974798,,,10217,14.485,,,Receive,14.485,147993.25
5/21/2019,1/17/2020,4568,142341.83,1888974694,EQS,USD,BZBZ020,1888974695,,,3551,40.085,,,Pay,40.085,142341.83
5/21/2019,1/17/2020,4568,184596.42,1888974703,EQS,USD,BYZG9R0,1888974704,,,7415,24.895,,,Pay,24.895,184596.42
5/21/2019,1/17/2020,4568,31995.22,1887197916,EQS,USD,BGH1M56,1887197917,,,645,49.605,,,Receive,49.605,31995.22
5/21/2019,1/17/2020,4568,208885.22,1887198160,EQS,USD,BHCB0P4,1887198161,,,17031,12.265,,,Pay,12.265,208885.22
5/21/2019,1/17/2020,4568,101112.94,1888974762,EQS,USD,BQXTWQ5,1888974763,,,1991,50.785,,,Receive,50.785,101112.94
5/21/2019,1/17/2020,4568,18050.17,1888975310,EQS,USD,BN7ZZ47,1888975311,,,663,27.225,,,Pay,27.225,18050.17
5/21/2019,1/17/2020,4568,80378.02,1888975292,EQS,USD,B03L311,1888975293,,,1365,58.885,,,Receive,58.885,80378.02
5/21/2019,1/17/2020,4568,124333.27,1888974777,EQS,USD,B02S6Z8,1888974778,,,18739,6.635,,,Pay,6.635,124333.27
5/21/2019,1/17/2020,4568,22731.95,1887197919,EQS,USD,BYT5JK6,1887197920,,,499,45.555,,,Pay,45.555,22731.95
5/21/2019,1/17/2020,4568,200364.84,1888974607,EQS,USD,BFMZ4V6,1888974608,,,4824,41.535,,,Receive,41.535,200364.84
5/21/2019,1/17/2020,4568,123592.7,1888975283,EQS,USD,BBBSMJ2,1888975284,,,9172,13.475,,,Pay,13.475,123592.7
5/21/2019,1/17/2020,4568,18161.47,1888975128,EQS,USD,B0G7SZ5,1888975129,,,2351,7.725,,,Pay,7.725,18161.47
5/21/2019,1/17/2020,4568,157896.51,1888975239,EQS,USD,BMMV736,1888975240,,,7838,20.145,,,Pay,20.145,157896.51
5/21/2019,1/17/2020,4568,79787.4,1888975255,EQS,USD,BYX3ZN1,1888975256,,,3080,25.905,,,Receive,25.905,79787.4
