ACT_BANK_ACCT_NUM,ALC_EXEC_AMT,ALC_FEE_AMT,ALC_INT_AMT,BLK_HOL_CAL,BLK_ORDER_ID,BLK_OTH_EFF_DATE,BLK_SEC_ID,STATUS,BLK_TRADE_DATE,BLK_TRADE_TYPE,BLK_TRANS_SUB_TYPE,SEC_OTC_CLEAR_IND,SEC_CUSIP,SEC_CUST_DOC_CLAUSE,SEC_SWAP_LEG_IND,SEC_TRM_MASTER_DOC_TRANS_TYPE,SEC_TYP_CD,UND_SEC_TYP_CD,UND_SHORT_NM,SEC_ROLL_CONV,BLK_CREATE_DATE,ALC_ACCT_CD,ALC_EXEC_QTY,ALC_TRADE_ID,BLK_PAY_DATE,SEC_FACTOR,SEC_ISSUE_DATE,SEC_MATURE_DATE,UND_ISIN_NO,BLK_TDE_CRRNCY,BLK_EXCH_CD,ORIG_ORDER_ID,BLK_EXCH_DEALID,BLK_STUB,SEC_TRADE_IND,LEG1_ACCRUAL_TYP_CD,LEG1_CPN_BD_ADJ,LEG1_MAT_DATE_ADJ,LEG1_DAY_BASIS,LEG1_HOL_CAL,LEG1_PAY_FREQ,LEG1_RESET_BD_ADJ,LEG1_RESET_FREQ,LEG2_ACCRUAL_TYP_CD,LEG2_CPN_BD_ADJ,LEG2_MAT_DATE_ADJ,LEG2_DAY_BASIS,LEG2_HOL_CAL,LEG2_PAY_FREQ,LEG2_RESET_BD_ADJ,LEG2_RESET_FREQ,LEG1_SWAP_LEG_IND,LEG2_SWAP_LEG_IND,LEG1_EFFEC_DATE,LEG1_MATURE_DATE,LEG1_RESET_LAG_DAYS,LEG1_SEC_ID,LEG2_EFFEC_DATE,LEG2_MATURE_DATE,LEG2_RESET_LAG_DAYS,LEG2_SEC_ID,LEG1_COUPON_RATE,LEG1_FST_PAY_DATE,LEG1_FLT_INDX,LEG2_FLT_INDX,LEG2_IDX_PAY_FREQ,SEC_TRANS_TYP,BRK_CD,ALC_CLR_BRK_CD,ORIG_BRK_CD,ISS_RED_CD,SEC_CCP_IND,BLK_FX_RATE,SEC_SWAP_SUB_TYPE,SEC_IRS_HOL_CAL,LEG1_FIXING_OPT,LEG1_IDX_PAY_FREQ,LEG1_INF_INTERP,LEG1_INF_PUB,LEG2_FIXING_OPT,LEG2_INF_INTERP,LEG2_INF_PUB,LEG2_INF_SRC,LEG1_LST_PAY_DATE,LEG2_FST_PAY_DATE,LEG2_LST_PAY_DATE,LEG2_RTE_RND_PREC,LEG1_COMP_MTHD,LEG2_COMP_MTHD,LEG1_PAY_LAG,LEG2_PAY_LAG,SEC_EXPIRY_DATE,SEC_ASSET_CRRNCY_CD,SEC_LOC_CRRNCY_CD,SEC_STRIKE_PRICE,SEC_OPTION_STYLE,SEC_OPTION_TYPE,SEC_INF_FIXED_RATE,SEC_IMP_INF_CPI,SEC_VALUE_DATE,SEC_EXP_TIME,SEC_EXP_ZONE,BLK_IRR_RATE,ALC_VERSION_NO,SEC_SETTLE_METHOD,SEC_CNTRCT_SIZE,UND_EXCH_CD,BLK_TRANS_TYPE,ALC_COMM_AMT,BLK_VERSION_NO,UND_FIXED_RATE,UND_RED_CODE,UND_PAY_FREQ,ORD_PROT_TYPE,UND_MATURE_DATE,SEC_DEL_TYP,ORD_EXEC_PRICE,SEC_RATING_TIER,BLK_DEAL_SPREAD,LEG1_SECID,LEG2_SECID,OPT_HOL_CAL,UND_SEC_SEDOL,SEC_RST_MARGIN,UND_SEC_TICKER,TRS_ROLL_CONVTN,TRS_NOTIONAL_RST,TRS_PRICE_MTHD,ORD_DEAL_PRICE,BLK_EXCH_RATE,ORD_ASSET_PRICE,LEG1_ROLL_CONV,LEG2_ROLL_CONV,SEC_INF_CPI_INDEX,ALC_FEE_1_CD,ALC_FEE_1_AMT,ALC_FEE_2_CD,ALC_FEE_2_AMT,ALC_FEE_3_CD,ALC_FEE_3_AMT,ALC_FEE_4_CD,ALC_FEE_4_AMT,ALC_FEE_5_CD,ALC_FEE_5_AMT,ALC_FEE_6_CD,ALC_FEE_6_AMT,LEG1_NEXT_CPN_DATE,LEG2_NEXT_CPN_DATE,BLK_INIT_REF_INDEX,SEC_TRS_RETURN,SEC_TRS_ASSET_CLASS,LEG2_COUPON_RATE,LEG1_TRP_CUSIP,LEG2_TRP_CUSIP,BLK_BRK_RSN,BLK_DELIVERY_TYPE,BLK_TRADER,BLK_ORDER_TYPE,BLK_TRADING_VENUE,EXEC_TIME,BB_TICKER,BB_EXCH,ALC_INV_DEC_MAKER,FILL_LAST_CAPACITY,BLK_EMP_ID,BLK_PLACEMENT_ID,ALC_COMM_IND_R,ALC_COMM_RATE_R,ALC_COMM_AMT_R,ALC_COMM_IND_E,ALC_COMM_RATE_E,ALC_COMM_AMT_E,BB_MKT_SECT,FILL_DATE,ORD_REASON_CD,ORIG_REASON_CD,EQTRS_LAST_RESET_PRICE,ORD_INIT_ASSET_PRICE,BLK_NETTING_ID,TRS_NET_PRICE,TRS_ALC_NOTIONAL,TRS_ALC_UNITS,UDF_ST1,UDF_ST2,UDF_NUM1,UDF_NUM2,UDF_DT1,UDF_DT2,SEC_TICKER,SEC_EXCH_CNTRY,SEC_DESCRIPTION,ORD_TRADING_DESK,NORM_ALC_EXEC_AMT,NORM_ALC_INT_AMT,SS_SEC_SWAP_LEG_IND,SS_BLK_TRADE_TYPE,SS_BLK_TRANS_SUB_TYPE,LEG1_CURRENCY,LEG2_CURRENCY,SWPTNLEG1_ACCRUAL_TYP_CD,SWPTNLEG1_CPN_BD_ADJ,SWPTNLEG1_MAT_DATE_ADJ,SWPTNLEG1_DAY_BASIS,SWPTNLEG1_HOL_CAL,SWPTNLEG1_PAY_FREQ,SWPTNLEG1_RESET_BD_ADJ,SWPTNLEG1_RESET_FREQ,SWPTNLEG1_SWAP_LEG_IND,SWPTNLEG1_EFFEC_DATE,SWPTNLEG1_MATURE_DATE,SWPTNLEG1_RESET_LAG_DAYS,SWPTNLEG1_SEC_ID,SWPTNLEG1_COUPON_RATE,SWPTNLEG1_FST_PAY_DATE,SWPTNLEG1_FLT_INDX,SWPTNLEG1_IDX_PAY_FREQ,SWPTNLEG1_LAST_PAY_DATE,SWPTNLEG1_COMP_MTHD,SWPTNLEG1_PAY_LAG,SWPTNLEG1_ROLL_CONV,SWPTNLEG1_TRP_CUSIP,SWPTNLEG1_CURRENCY,SWPTNLEG2_ACCRUAL_TYP_CD,SWPTNLEG2_CPN_BD_ADJ,SWPTNLEG2_MAT_DATE_ADJ,SWPTNLEG2_DAY_BASIS,SWPTNLEG2_HOL_CAL,SWPTNLEG2_PAY_FREQ,SWPTNLEG2_RESET_BD_ADJ,SWPTNLEG2_RESET_FREQ,SWPTNLEG2_SWAP_LEG_IND,SWPTNLEG2_EFFEC_DATE,SWPTNLEG2_MATURE_DATE,SWPTNLEG2_RESET_LAG_DAYS,SWPTNLEG2_SEC_ID,SWPTNLEG2_COUPON_RATE,SWPTNLEG2_FST_PAY_DATE,SWPTNLEG2_FLT_INDX,SWPTNLEG2_IDX_PAY_FREQ,SWPTNLEG2_LAST_PAY_DATE,SWPTNLEG2_COMP_MTHD,SWPTNLEG2_PAY_LAG,SWPTNLEG2_ROLL_CONV,SWPTNLEG2_TRP_CUSIP,SWPTNLEG2_CURRENCY,LEG1_IRS_RATE,LEG2_IRS_RATE,ALC_NET_AMT,SEC_EARLIEST_EXP_TIME,SEC_LATEST_EXP_TIME,NORM_SEC_DOC_CLAUSE
MJEZ,0,0,0,"GBLO,EUTA",1846835881,03/21/2019 0:00,1846835877,ACCT,03/20/2019 0:00,Trade,OPEN,Y,2I666VCU7,ModModR,P,2003CreditIndex,SWAPCDSI,CDSI,ITRAXX,20,03/20/2019 9:56,9752,38200000,77379510,03/21/2019 0:00,1,03/20/2019 0:00,06/20/2024 0:00,,EUR,ICE,,,NONE,ITRAXX,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,P,R,03/20/2019 0:00,06/20/2024 0:00,,1846835879,03/20/2019 0:00,06/20/2024 0:00,,1846835878,1,06/20/2019 0:00,,,,CDI,MLCO,MSCO,,,CCP,,,,,,,,,,,,03/20/2024 0:00,06/20/2019 0:00,,,None,None,0,0,,EUR,EUR,,,SWAPCDSI,,,,,,,61,,1,OTC,BUYL,,61,,2I666VCU7,3M,P,06/20/2024 0:00,ICE,101.7611767,SNRFOR,66,1846835879,1846835878,,,0,ITXEB531,,TRUE,CDSI,,,,20,20,,CLEARING BROKER FEE,0,,0,,0,,0,,0,,0,06/20/2019 0:00,,,SWAPCDSI,SWAPCDSI,0.00001,TC14PDX29,TC0EM8J69,B,ICE,PCABLE,MKT,BBRG SEF,03/20/2019 16:38,,,LNDD378,P,LND9B92,8,,,,,,,,03/20/2019 12:24,,,,,2I666VCU7_20240620,,,61700000,,,,,,,,EU,ITRX EUR CDSI S31 V2 5Y 06/20/2024,LOND,1086646.02,1713.88,P,Trade,OPEN,EUR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088359.89,,,MM14
BAH13,0,0,0,"GBLO,EUTA",1846835881,03/21/2019 0:00,1846835877,ACCT,03/20/2019 0:00,Trade,OPEN,Y,2I666VCU7,ModModR,P,2003CreditIndex,SWAPCDSI,CDSI,ITRAXX,20,03/20/2019 9:56,9577,64900000,77379511,03/21/2019 0:00,1,03/20/2019 0:00,06/20/2024 0:00,,EUR,ICE,,,NONE,ITRAXX,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,P,R,03/20/2019 0:00,06/20/2024 0:00,,1846835879,03/20/2019 0:00,06/20/2024 0:00,,1846835878,1,06/20/2019 0:00,,,,CDI,MLCO,JPM,,,CCP,,,,,,,,,,,,03/20/2024 0:00,06/20/2019 0:00,,,None,None,0,0,,EUR,EUR,,,SWAPCDSI,,,,,,,61,,1,OTC,BUYL,,61,,2I666VCU7,3M,P,06/20/2024 0:00,ICE,101.7611767,SNRFOR,66,1846835879,1846835878,,,0,ITXEB531,,TRUE,CDSI,,,,20,20,,CLEARING BROKER FEE,0,,0,,0,,0,,0,,0,06/20/2019 0:00,,,SWAPCDSI,SWAPCDSI,0.00001,TC14PDX29,TC0EM8J69,B,ICE,PCABLE,MKT,BBRG SEF,03/20/2019 16:38,,,LNDD378,P,LND9B92,8,,,,,,,,03/20/2019 12:24,,,,,2I666VCU7_20240620,,,128700000,,,,,,,,EU,ITRX EUR CDSI S31 V2 5Y 06/20/2024,LOND,2266634.4,3575,P,Trade,OPEN,EUR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270209.39,,,MM14
70JF,0,0,0,"GBLO,EUTA",1846835881,03/21/2019 0:00,1846835877,ACCT,03/20/2019 0:00,Trade,OPEN,Y,2I666VCU7,ModModR,P,2003CreditIndex,SWAPCDSI,CDSI,ITRAXX,20,03/20/2019 9:56,7AJF,103350000,77379505,03/21/2019 0:00,1,03/20/2019 0:00,06/20/2024 0:00,,EUR,ICE,,,NONE,ITRAXX,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,P,R,03/20/2019 0:00,06/20/2024 0:00,,1846835879,03/20/2019 0:00,06/20/2024 0:00,,1846835878,1,06/20/2019 0:00,,,,CDI,MLCO,JPM,,,CCP,,,,,,,,,,,,03/20/2024 0:00,06/20/2019 0:00,,,None,None,0,0,,EUR,EUR,,,SWAPCDSI,,,,,,,61,,1,OTC,BUYL,,61,,2I666VCU7,3M,P,06/20/2024 0:00,ICE,101.7611767,SNRFOR,66,1846835879,1846835878,,,0,ITXEB531,,TRUE,CDSI,,,,20,20,,CLEARING BROKER FEE,0,,0,,0,,0,,0,,0,06/20/2019 0:00,,,SWAPCDSI,SWAPCDSI,0.00001,TC14PDX29,TC0EM8J69,B,ICE,PCABLE,MKT,BBRG SEF,03/20/2019 16:38,,,LNDD378,P,LND9B92,8,,,,,,,,03/20/2019 12:24,,,,,2I666VCU7_20240620,,,171150000,,,,,,,,EU,ITRX EUR CDSI S31 V2 5Y 06/20/2024,LOND,3014253.9,4754.17,P,Trade,OPEN,EUR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019008.06,,,MM14
70GB,0,0,0,"GBLO,EUTA",1846835881,03/21/2019 0:00,1846835877,ACCT,03/20/2019 0:00,Trade,OPEN,Y,2I666VCU7,ModModR,P,2003CreditIndex,SWAPCDSI,CDSI,ITRAXX,20,03/20/2019 9:56,70GB,221200000,77379506,03/21/2019 0:00,1,03/20/2019 0:00,06/20/2024 0:00,,EUR,ICE,,,NONE,ITRAXX,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,P,R,03/20/2019 0:00,06/20/2024 0:00,,1846835879,03/20/2019 0:00,06/20/2024 0:00,,1846835878,1,06/20/2019 0:00,,,,CDI,MLCO,JPM,,,CCP,,,,,,,,,,,,03/20/2024 0:00,06/20/2019 0:00,,,None,None,0,0,,EUR,EUR,,,SWAPCDSI,,,,,,,61,,1,OTC,BUYL,,61,,2I666VCU7,3M,P,06/20/2024 0:00,ICE,101.7611767,SNRFOR,66,1846835879,1846835878,,,0,ITXEB531,,TRUE,CDSI,,,,20,20,,CLEARING BROKER FEE,0,,0,,0,,0,,0,,0,06/20/2019 0:00,,,SWAPCDSI,SWAPCDSI,0.00001,TC14PDX29,TC0EM8J69,B,ICE,PCABLE,MKT,BBRG SEF,03/20/2019 16:38,,,LNDD378,P,LND9B92,8,,,,,,,,03/20/2019 12:24,,,,,2I666VCU7_20240620,,,374000000,,,,,,,,EU,ITRX EUR CDSI S31 V2 5Y 06/20/2024,LOND,6586800.81,10388.89,P,Trade,OPEN,EUR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597189.69,,,MM14
EM359,0,0,0,"GBLO,EUTA",1846835881,03/21/2019 0:00,1846835877,ACCT,03/20/2019 0:00,Trade,OPEN,Y,2I666VCU7,ModModR,P,2003CreditIndex,SWAPCDSI,CDSI,ITRAXX,20,03/20/2019 9:56,9810,17900000,77379512,03/21/2019 0:00,1,03/20/2019 0:00,06/20/2024 0:00,,EUR,ICE,,,NONE,ITRAXX,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,P,R,03/20/2019 0:00,06/20/2024 0:00,,1846835879,03/20/2019 0:00,06/20/2024 0:00,,1846835878,1,06/20/2019 0:00,,,,CDI,MLCO,MSCO,,,CCP,,,,,,,,,,,,03/20/2024 0:00,06/20/2019 0:00,,,None,None,0,0,,EUR,EUR,,,SWAPCDSI,,,,,,,61,,1,OTC,BUYL,,61,,2I666VCU7,3M,P,06/20/2024 0:00,ICE,101.7611767,SNRFOR,66,1846835879,1846835878,,,0,ITXEB531,,TRUE,CDSI,,,,20,20,,CLEARING BROKER FEE,0,,0,,0,,0,,0,,0,06/20/2019 0:00,,,SWAPCDSI,SWAPCDSI,0.00001,TC14PDX29,TC0EM8J69,B,ICE,PCABLE,MKT,BBRG SEF,03/20/2019 16:38,,,LNDD378,P,LND9B92,8,,,,,,,,03/20/2019 12:24,,,,,2I666VCU7_20240620,,,24700000,,,,,,,,EU,ITRX EUR CDSI S31 V2 5Y 06/20/2024,LOND,435010.64,686.12,P,Trade,OPEN,EUR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435696.75,,,MM14
IB8V,0,0,0,"GBLO,EUTA",1846835881,03/21/2019 0:00,1846835877,ACCT,03/20/2019 0:00,Trade,OPEN,Y,2I666VCU7,ModModR,P,2003CreditIndex,SWAPCDSI,CDSI,ITRAXX,20,03/20/2019 9:56,9878,11000000,77379507,03/21/2019 0:00,1,03/20/2019 0:00,06/20/2024 0:00,,EUR,ICE,,,NONE,ITRAXX,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,FIX,FOLLOWING,NONE,ACT/360,,3M,FOLLOWING,3M,P,R,03/20/2019 0:00,06/20/2024 0:00,,1846835879,03/20/2019 0:00,06/20/2024 0:00,,1846835878,1,06/20/2019 0:00,,,,CDI,MLCO,JPM,,,CCP,,,,,,,,,,,,03/20/2024 0:00,06/20/2019 0:00,,,None,None,0,0,,EUR,EUR,,,SWAPCDSI,,,,,,,61,,1,OTC,BUYL,,61,,2I666VCU7,3M,P,06/20/2024 0:00,ICE,101.7611767,SNRFOR,66,1846835879,1846835878,,,0,ITXEB531,,TRUE,CDSI,,,,20,20,,CLEARING BROKER FEE,0,,0,,0,,0,,0,,0,06/20/2019 0:00,,,SWAPCDSI,SWAPCDSI,0.00001,TC14PDX29,TC0EM8J69,B,ICE,PCABLE,MKT,BBRG SEF,03/20/2019 16:38,,,LNDD378,P,LND9B92,8,,,,,,,,03/20/2019 12:24,,,,,2I666VCU7_20240620,,,19300000,,,,,,,,EU,ITRX EUR CDSI S31 V2 5Y 06/20/2024,LOND,339907.1,536.11,P,Trade,OPEN,EUR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340443.2,,,MM14
AEJ03,0,0,0,"GBLO,USNY",1852398347,03/26/2019 0:00,1852398344,ACCT,03/25/2019 0:00,Trade,OPEN,N,137BERAJ6,NotApplicable,P,2003CreditIndex,SWAPCDSI,CDSI,CMBX,25,03/25/2019 9:58,9539,552995,77414782,03/28/2019 0:00,1,03/26/2019 0:00,11/17/2059 0:00,,USD,OTC,,,STUB,CMBX,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,P,R,01/25/2017 0:00,11/17/2059 0:00,,1852398345,01/25/2017 0:00,11/17/2059 0:00,,1852398346,3,02/27/2017 0:00,,,,CDI,CSFB,,,,,,,,,,,,,,,,10/17/2059 0:00,02/27/2017 0:00,,,None,None,0,0,,USD,USD,,,SWAPCDSI,,,,,,,23,,1,OTC,BUYL,,23,,137BERAJ6,1M,P,11/17/2059 0:00,WIRE,94.6083319,SNRFOR,388,1852398345,1852398346,,,0,CBX3B-10,,TRUE,CDSI,,,,25,25,,,0,,0,,0,,0,,0,,0,,,,SWAPCDSI,SWAPCDSI,0.00001,5708889Q2,5708889R0,B,WIRE,JCAMPBE,MKT,,03/25/2019 13:55,,,LNDD378,P,TRPF970,2,,,,,,,,03/25/2019 13:55,,,,,,,,552995,,,,,,,,US,CMBX BBB- CDSI S10 PRC 11/17/2059,BALT,-29815.66,0,P,Trade,OPEN,USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,29815.66,,,XR
BAH13,0,0,0,"GBLO,USNY",1852398347,03/26/2019 0:00,1852398344,ACCT,03/25/2019 0:00,Trade,OPEN,N,137BERAJ6,NotApplicable,P,2003CreditIndex,SWAPCDSI,CDSI,CMBX,25,03/25/2019 9:58,9577,675115,77414781,03/28/2019 0:00,1,03/26/2019 0:00,11/17/2059 0:00,,USD,OTC,,,STUB,CMBX,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,P,R,01/25/2017 0:00,11/17/2059 0:00,,1852398345,01/25/2017 0:00,11/17/2059 0:00,,1852398346,3,02/27/2017 0:00,,,,CDI,CSFB,,,,,,,,,,,,,,,,10/17/2059 0:00,02/27/2017 0:00,,,None,None,0,0,,USD,USD,,,SWAPCDSI,,,,,,,23,,1,OTC,BUYL,,23,,137BERAJ6,1M,P,11/17/2059 0:00,WIRE,94.6083319,SNRFOR,388,1852398345,1852398346,,,0,CBX3B-10,,TRUE,CDSI,,,,25,25,,,0,,0,,0,,0,,0,,0,,,,SWAPCDSI,SWAPCDSI,0.00001,5708889Q2,5708889R0,B,WIRE,JCAMPBE,MKT,,03/25/2019 13:55,,,LNDD378,P,TRPF970,2,,,,,,,,03/25/2019 13:55,,,,,,,,675115,,,,,,,,US,CMBX BBB- CDSI S10 PRC 11/17/2059,BALT,-36399.96,0,P,Trade,OPEN,USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,36399.96,,,XR
70JF,0,0,0,"GBLO,USNY",1852398347,03/26/2019 0:00,1852398344,ACCT,03/25/2019 0:00,Trade,OPEN,N,137BERAJ6,NotApplicable,P,2003CreditIndex,SWAPCDSI,CDSI,CMBX,25,03/25/2019 9:58,7AJF,898618,77414775,03/28/2019 0:00,1,03/26/2019 0:00,11/17/2059 0:00,,USD,OTC,,,STUB,CMBX,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,P,R,01/25/2017 0:00,11/17/2059 0:00,,1852398345,01/25/2017 0:00,11/17/2059 0:00,,1852398346,3,02/27/2017 0:00,,,,CDI,CSFB,,,,,,,,,,,,,,,,10/17/2059 0:00,02/27/2017 0:00,,,None,None,0,0,,USD,USD,,,SWAPCDSI,,,,,,,23,,1,OTC,BUYL,,23,,137BERAJ6,1M,P,11/17/2059 0:00,WIRE,94.6083319,SNRFOR,388,1852398345,1852398346,,,0,CBX3B-10,,TRUE,CDSI,,,,25,25,,,0,,0,,0,,0,,0,,0,,,,SWAPCDSI,SWAPCDSI,0.00001,5708889Q2,5708889R0,B,WIRE,JCAMPBE,MKT,,03/25/2019 13:55,,,LNDD378,P,TRPF970,2,,,,,,,,03/25/2019 13:55,,,,,,,,898618,,,,,,,,US,CMBX BBB- CDSI S10 PRC 11/17/2059,BALT,-48450.5,0,P,Trade,OPEN,USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,48450.5,,,XR
70GB,0,0,0,"GBLO,USNY",1852398347,03/26/2019 0:00,1852398344,ACCT,03/25/2019 0:00,Trade,OPEN,N,137BERAJ6,NotApplicable,P,2003CreditIndex,SWAPCDSI,CDSI,CMBX,25,03/25/2019 9:58,70GB,2276498,77414776,03/28/2019 0:00,1,03/26/2019 0:00,11/17/2059 0:00,,USD,OTC,,,STUB,CMBX,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,P,R,01/25/2017 0:00,11/17/2059 0:00,,1852398345,01/25/2017 0:00,11/17/2059 0:00,,1852398346,3,02/27/2017 0:00,,,,CDI,CSFB,,,,,,,,,,,,,,,,10/17/2059 0:00,02/27/2017 0:00,,,None,None,0,0,,USD,USD,,,SWAPCDSI,,,,,,,23,,1,OTC,BUYL,,23,,137BERAJ6,1M,P,11/17/2059 0:00,WIRE,94.6083319,SNRFOR,388,1852398345,1852398346,,,0,CBX3B-10,,TRUE,CDSI,,,,25,25,,,0,,0,,0,,0,,0,,0,,,,SWAPCDSI,SWAPCDSI,0.00001,5708889Q2,5708889R0,B,WIRE,JCAMPBE,MKT,,03/25/2019 13:55,,,LNDD378,P,TRPF970,2,,,,,,,,03/25/2019 13:55,,,,,,,,2276498,,,,,,,,US,CMBX BBB- CDSI S10 PRC 11/17/2059,BALT,-122741.22,0,P,Trade,OPEN,USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,122741.22,,,XR
MJEZ,0,0,0,"GBLO,USNY",1852398347,03/26/2019 0:00,1852398344,ACCT,03/25/2019 0:00,Trade,OPEN,N,137BERAJ6,NotApplicable,P,2003CreditIndex,SWAPCDSI,CDSI,CMBX,25,03/25/2019 9:58,9752,327189,77414780,03/28/2019 0:00,1,03/26/2019 0:00,11/17/2059 0:00,,USD,OTC,,,STUB,CMBX,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,P,R,01/25/2017 0:00,11/17/2059 0:00,,1852398345,01/25/2017 0:00,11/17/2059 0:00,,1852398346,3,02/27/2017 0:00,,,,CDI,CSFB,,,,,,,,,,,,,,,,10/17/2059 0:00,02/27/2017 0:00,,,None,None,0,0,,USD,USD,,,SWAPCDSI,,,,,,,23,,1,OTC,BUYL,,23,,137BERAJ6,1M,P,11/17/2059 0:00,WIRE,94.6083319,SNRFOR,388,1852398345,1852398346,,,0,CBX3B-10,,TRUE,CDSI,,,,25,25,,,0,,0,,0,,0,,0,,0,,,,SWAPCDSI,SWAPCDSI,0.00001,5708889Q2,5708889R0,B,WIRE,JCAMPBE,MKT,,03/25/2019 13:55,,,LNDD378,P,TRPF970,2,,,,,,,,03/25/2019 13:55,,,,,,,,327189,,,,,,,,US,CMBX BBB- CDSI S10 PRC 11/17/2059,BALT,-17640.94,0,P,Trade,OPEN,USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,17640.94,,,XR
IB8V,0,0,0,"GBLO,USNY",1852398347,03/26/2019 0:00,1852398344,ACCT,03/25/2019 0:00,Trade,OPEN,N,137BERAJ6,NotApplicable,P,2003CreditIndex,SWAPCDSI,CDSI,CMBX,25,03/25/2019 9:58,9878,115207,77414777,03/28/2019 0:00,1,03/26/2019 0:00,11/17/2059 0:00,,USD,OTC,,,STUB,CMBX,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,FIX,FOLLOWING,FOLLOWING,ACT/360,,1M,FOLLOWING,1M,P,R,01/25/2017 0:00,11/17/2059 0:00,,1852398345,01/25/2017 0:00,11/17/2059 0:00,,1852398346,3,02/27/2017 0:00,,,,CDI,CSFB,,,,,,,,,,,,,,,,10/17/2059 0:00,02/27/2017 0:00,,,None,None,0,0,,USD,USD,,,SWAPCDSI,,,,,,,23,,1,OTC,BUYL,,23,,137BERAJ6,1M,P,11/17/2059 0:00,WIRE,94.6083319,SNRFOR,388,1852398345,1852398346,,,0,CBX3B-10,,TRUE,CDSI,,,,25,25,,,0,,0,,0,,0,,0,,0,,,,SWAPCDSI,SWAPCDSI,0.00001,5708889Q2,5708889R0,B,WIRE,JCAMPBE,MKT,,03/25/2019 13:55,,,LNDD378,P,TRPF970,2,,,,,,,,03/25/2019 13:55,,,,,,,,115207,,,,,,,,US,CMBX BBB- CDSI S10 PRC 11/17/2059,BALT,-6211.58,0,P,Trade,OPEN,USD,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,6211.58,,,XR
