CRDSecid,AcnoMinor,Notional,InstrCode,IssueCurrency,TradeDate,MaturityDate,HiNetSedol,TransactionType,Quantity,TradePrice,HiNetISIN,LongShort,ExchgBuyRate,SecurityName,CRDOrderID,StrikePrice
1880563541,9577,-1875000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,-1875000,113.0974219,(null),S,1,FORD MOTOR COMPANY CDS 06/20/24,77025386,0
1626332491,9577,-1709619.85,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608096,SWAPS,-1507936,118.5944067,(null),S,0.85638,BMW FINANCE NV CDS 12/20/2023,74909203,0
1627725069,9577,-2564430.92,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608234,SWAPS,-2261905,117.2443154,(null),S,0.85638,DAIMLER AG CDS 12/20/2023,74909235,0
1628801457,9577,-1709619.85,CRDEFSWP,EUR,9/28/2018,12/20/2023 0:00,9608513,SWAPS,-1507936,117.8120204,(null),S,0.86096,BMW FINANCE NV CDS 12/20/2023,74909308,0
1631032416,9577,-1980802.24,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608739,SWAPS,-1747127,115.4955486,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001021,0
1626332491,70GB        ,-4195318.75,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608096,SWAPS,-3700397,118.5944067,(null),S,0.85638,BMW FINANCE NV CDS 12/20/2023,74909199,0
1627725069,70GB        ,-6292977.56,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608234,SWAPS,-5550595,117.2443154,(null),S,0.85638,DAIMLER AG CDS 12/20/2023,74909231,0
1628801457,70GB        ,-4195318.75,CRDEFSWP,EUR,9/28/2018,12/20/2023 0:00,9608513,SWAPS,-3700397,117.8120204,(null),S,0.86096,BMW FINANCE NV CDS 12/20/2023,74909304,0
1631032416,70GB        ,-4886846.25,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608739,SWAPS,-4310345,115.4955486,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001018,0
1698381983,70GB        ,-6339623,CRDEFSWP,USD,11/21/2018,12/20/2023 0:00,9615472,SWAPS,-6339623,92.17717363,(null),S,1,BAHRAIN CDS 12/20/2023,75759929,0
1039736150,70GB        ,-4024806.41,CRDEFSWP,EUR,10/25/2017,12/20/2022 0:00,9545591,SWAPS,-3550000,140.6285606,(null),S,0.8467,GLENCORE FINANCE EUROPE CDS 12/20/2022,69974037,0
1267305757,70GB        ,-7596113.51,CRDEFSWP,EUR,2/26/2018,12/20/2022 0:00,9573020,SWAPS,-6700000,145.7038292,(null),S,0.81384,GLENCORE FINANCE EUROPE CDS 12/20/2022,71897917,0
1880563541,3472,-1875000,CRDEFSWP,USD,5/13/2019,6/20/2024 0:00,(null),SWAPS,-1875000,113.0974219,(null),S,1,FORD MOTOR COMPANY CDS 06/20/24,77025385,0
1626332491,9752,-1574650.52,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608096,SWAPS,-1388889,118.5944067,(null),S,0.85638,BMW FINANCE NV CDS 12/20/2023,74909202,0
1627725069,9752,-2361975.22,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608234,SWAPS,-2083333,117.2443154,(null),S,0.85638,DAIMLER AG CDS 12/20/2023,74909234,0
1628801457,9752,-1574650.52,CRDEFSWP,EUR,9/28/2018,12/20/2023 0:00,9608513,SWAPS,-1388889,117.8120204,(null),S,0.86096,BMW FINANCE NV CDS 12/20/2023,74909307,0
1698381983,9752,-1485849,CRDEFSWP,USD,11/21/2018,12/20/2023 0:00,9615472,SWAPS,-1485849,92.17717363,(null),S,1,BAHRAIN CDS 12/20/2023,75759932,0
1183315728,9539,-1133748.29,CRDEFSWP,EUR,1/24/2018,12/20/2022 0:00,9566354,SWAPS,-1000000,147.0587505,(null),S,0.80762,GLENCORE FINANCE EUROPE CDS 12/20/2022,71349150,0
1455862633,9539,3004432.96,CRDEFSWP,EUR,5/22/2018,6/20/2023 0:00,9587601,SWAPS,2650000,118.1700329,(null),L,0.84937,UNICREDIT SPA CDS 06/20/2023,73209169,0
1521648773,9539,2710571.07,CRDEFSWP,EUR,7/9/2018,6/20/2023 0:00,9594236,SWAPS,2390805,136.2977632,(null),L,0.85038,ARCELORMITTAL CDS 06/20/2023,73833191,0
1521648783,9539,-2710571.07,CRDEFSWP,EUR,7/9/2018,6/20/2023 0:00,9594214,SWAPS,-2390805,134.3745044,(null),S,0.85038,GLENCORE FINANCE EUROPE CDS 06/20/2023,73833199,0
1606332010,9539,-2268538.49,CRDEFSWP,EUR,9/11/2018,12/20/2023 0:00,9604566,SWAPS,-2000919,115.9434711,(null),S,0.86315,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74695764,0
1614205005,9539,-1334435.34,CRDEFSWP,EUR,9/18/2018,12/20/2023 0:00,9605741,SWAPS,-1177012,117.0541413,(null),S,0.85474,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74807509,0
1617094576,9539,-1401156.42,CRDEFSWP,EUR,9/19/2018,12/20/2023 0:00,9606410,SWAPS,-1235862,116.7549568,(null),S,0.85693,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74793110,0
1626332237,9539,-667217.67,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608041,SWAPS,-588506,116.4761792,(null),S,0.85638,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74909196,0
1631032246,9539,-667217.67,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608676,SWAPS,-588506,115.3793599,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001008,0
1631032317,9539,-667217.67,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608698,SWAPS,-588506,115.3793599,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001016,0
1614204962,9539,-1934930.78,CRDEFSWP,EUR,10/2/2018,12/20/2023 0:00,9609066,SWAPS,-1706667,115.3222017,(null),S,0.86539,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74807501,0
1632018676,9539,-1334434.2,CRDEFSWP,EUR,10/2/2018,12/20/2023 0:00,9608988,SWAPS,-1177011,115.2061855,(null),S,0.86539,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001095,0
1703685134,9539,-1157895,CRDEFSWP,USD,11/26/2018,12/20/2023 0:00,9615728,SWAPS,-1157895,91.38459946,(null),S,1,BAHRAIN CDS 12/20/2023,75839246,0
1703685284,9539,-1157895,CRDEFSWP,USD,11/26/2018,12/20/2023 0:00,9615814,SWAPS,-1157895,91.38459946,(null),S,1,BAHRAIN CDS 12/20/2023,75839253,0
1758450381,9539,-5400000,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-5400000,106.7614719,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371587,0
1770796176,9539,-1368227.84,CRDEFSWP,EUR,1/17/2019,12/20/2023 0:00,9621037,SWAPS,-1206818,112.4992891,(null),S,0.87877,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76473839,0
1773187813,9539,-2052341.76,CRDEFSWP,EUR,1/18/2019,12/20/2023 0:00,(null),SWAPS,-1810227,112.4601299,(null),S,0.87978,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76477747,0
1776742553,9539,-684113.92,CRDEFSWP,EUR,1/22/2019,12/20/2023 0:00,9621628,SWAPS,-603409,112.3825251,(null),S,0.88055,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76566956,0
875402689,9539,-1944378.31,CRDEFSWP,EUR,6/12/2017,6/20/2022 0:00,9520758,SWAPS,-1715000,129.5667981,(null),S,0.8927,GLENCORE FINANCE EUROPE CDS 06/20/2022,68007143,0
876906659,9539,-5838803.67,CRDEFSWP,EUR,6/13/2017,6/20/2022 0:00,9520833,SWAPS,-5150000,129.6153691,(null),S,0.89234,GLENCORE FINANCE EUROPE CDS 06/20/2022,68038122,0
877172560,9539,-3894425.36,CRDEFSWP,EUR,6/13/2017,6/20/2022 0:00,9521096,SWAPS,-3435000,129.8575079,(null),S,0.89234,GLENCORE FINANCE EUROPE CDS 06/20/2022,68039378,0
877174342,9539,-4245887.33,CRDEFSWP,EUR,6/14/2017,6/20/2022 0:00,9521267,SWAPS,-3745000,130.862446,(null),S,0.88664,GLENCORE FINANCE EUROPE CDS 06/20/2022,68042185,0
878754270,9539,-3911431.58,CRDEFSWP,EUR,6/16/2017,6/20/2022 0:00,9521524,SWAPS,-3450000,129.7305821,(null),S,0.89298,GLENCORE FINANCE EUROPE CDS 06/20/2022,68057433,0
930288532,9539,-1587247.6,CRDEFSWP,EUR,7/26/2017,6/20/2022 0:00,9526897,SWAPS,-1400000,136.8175327,(null),S,0.85981,GLENCORE FINANCE EUROPE CDS 06/20/2022,68653908,0
993300091,9539,-566874.14,CRDEFSWP,EUR,9/15/2017,12/20/2022 0:00,9535978,SWAPS,-500000,142.3602347,(null),S,0.83588,GLENCORE FINANCE EUROPE CDS 12/20/2022,69382642,0
1051393747,7AJF        ,-2300000,CRDEFSWP,USD,11/6/2017,12/20/2022 0:00,9547973,SWAPS,-2300000,101.5090108,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,70127962,0
1053662542,7AJF        ,-1587247.6,CRDEFSWP,EUR,11/6/2017,12/20/2022 0:00,9547995,SWAPS,-1400000,138.5138638,(null),S,0.86311,GLENCORE FINANCE EUROPE CDS 12/20/2022,70144455,0
1236051220,7AJF        ,-3200000,CRDEFSWP,USD,2/14/2018,12/20/2022 0:00,9569698,SWAPS,-3200000,101.098,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,71726937,0
1256913798,7AJF        ,-2267496.57,CRDEFSWP,EUR,2/21/2018,12/20/2022 0:00,9570980,SWAPS,-2000000,145.9395655,(null),S,0.81172,GLENCORE FINANCE EUROPE CDS 12/20/2022,71831604,0
1256715622,7AJF        ,-3000000,CRDEFSWP,USD,2/22/2018,12/20/2022 0:00,9571228,SWAPS,-3000000,101.2239,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,71806370,0
1267790597,7AJF        ,-6000000,CRDEFSWP,USD,2/27/2018,12/20/2022 0:00,9573376,SWAPS,-6000000,101.4023538,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,71917537,0
1284923903,7AJF        ,-6500000,CRDEFSWP,USD,3/6/2018,12/20/2022 0:00,9574506,SWAPS,-6500000,101.3965333,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,72030581,0
1317282525,7AJF        ,-2500000,CRDEFSWP,USD,3/20/2018,6/20/2023 0:00,9577301,SWAPS,-2500000,101.1741087,(null),S,1,BANK OF CHINA/HK CDS 06/20/2023,72234562,0
1029795503,7AJF        ,-2250000,CRDEFSWP,USD,10/17/2017,12/20/2022 0:00,9543498,SWAPS,-2250000,101.4517572,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,69831560,0
1029795928,7AJF        ,-1417185.36,CRDEFSWP,EUR,10/17/2017,12/20/2022 0:00,9543539,SWAPS,-1250000,139.8335676,(null),S,0.85092,GLENCORE FINANCE EUROPE CDS 12/20/2022,69831694,0
1065742457,7AJF        ,-2150000,CRDEFSWP,USD,11/16/2017,12/20/2022 0:00,9550175,SWAPS,-2150000,101.1878605,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,70315544,0
1067072209,7AJF        ,-1133748.29,CRDEFSWP,EUR,11/16/2017,12/20/2022 0:00,9550324,SWAPS,-1000000,139.1491542,(null),S,0.84944,GLENCORE FINANCE EUROPE CDS 12/20/2022,70330163,0
1455862633,7AJF        ,3854744.17,CRDEFSWP,EUR,5/22/2018,6/20/2023 0:00,9587601,SWAPS,3400000,118.1700329,(null),L,0.84937,UNICREDIT SPA CDS 06/20/2023,73209161,0
1080484398,7AJF        ,-2400000,CRDEFSWP,USD,11/29/2017,12/20/2022 0:00,9554531,SWAPS,-2400000,101.3696075,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,70504819,0
1521648773,7AJF        ,3909477,CRDEFSWP,EUR,7/9/2018,6/20/2023 0:00,9594236,SWAPS,3448276,136.2977632,(null),L,0.85038,ARCELORMITTAL CDS 06/20/2023,73833184,0
1521648783,7AJF        ,-3883413.26,CRDEFSWP,EUR,7/9/2018,6/20/2023 0:00,9594214,SWAPS,-3425287,134.3745044,(null),S,0.85038,GLENCORE FINANCE EUROPE CDS 06/20/2023,73833192,0
1555090629,7AJF        ,-3117807.78,CRDEFSWP,EUR,8/2/2018,6/20/2023 0:00,9598153,SWAPS,-2750000,132.8225489,(null),S,0.86118,GLENCORE FINANCE EUROPE CDS 06/20/2023,74183001,0
1606332010,7AJF        ,-3582253.44,CRDEFSWP,EUR,9/11/2018,12/20/2023 0:00,9604566,SWAPS,-3159655,115.9434711,(null),S,0.86315,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74695757,0
1614205005,7AJF        ,-2107208.37,CRDEFSWP,EUR,9/18/2018,12/20/2023 0:00,9605741,SWAPS,-1858621,117.0541413,(null),S,0.85474,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74807502,0
1617094576,7AJF        ,-2212568.73,CRDEFSWP,EUR,9/19/2018,12/20/2023 0:00,9606410,SWAPS,-1951552,116.7549568,(null),S,0.85693,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74793103,0
1626332237,7AJF        ,-1053603.62,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608041,SWAPS,-929310,116.4761792,(null),S,0.85638,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74909189,0
1631032246,7AJF        ,-1053603.62,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608676,SWAPS,-929310,115.3793599,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001001,0
1631032317,7AJF        ,-1053603.62,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608698,SWAPS,-929310,115.3793599,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001009,0
1614204962,7AJF        ,-3055451.63,CRDEFSWP,EUR,10/2/2018,12/20/2023 0:00,9609066,SWAPS,-2695000,115.3222017,(null),S,0.86539,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74807494,0
1632018676,7AJF        ,-2107208.37,CRDEFSWP,EUR,10/2/2018,12/20/2023 0:00,9608988,SWAPS,-1858621,115.2061855,(null),S,0.86539,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001088,0
1101344741,7AJF        ,-1813997.26,CRDEFSWP,EUR,12/14/2017,12/20/2022 0:00,9559871,SWAPS,-1600000,138.6782313,(null),S,0.84922,GLENCORE FINANCE EUROPE CDS 12/20/2022,70759121,0
1703685134,7AJF        ,-1842105,CRDEFSWP,USD,11/26/2018,12/20/2023 0:00,9615728,SWAPS,-1842105,91.38459946,(null),S,1,BAHRAIN CDS 12/20/2023,75839240,0
1703685284,7AJF        ,-1842105,CRDEFSWP,USD,11/26/2018,12/20/2023 0:00,9615814,SWAPS,-1842105,91.38459946,(null),S,1,BAHRAIN CDS 12/20/2023,75839247,0
1758450381,7AJF        ,-8700000,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-8700000,106.7614719,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371578,0
1770796176,7AJF        ,-2118048.14,CRDEFSWP,EUR,1/17/2019,12/20/2023 0:00,9621037,SWAPS,-1868182,112.4992891,(null),S,0.87877,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76473832,0
1773187813,7AJF        ,-3177072.21,CRDEFSWP,EUR,1/18/2019,12/20/2023 0:00,(null),SWAPS,-2802273,112.4601299,(null),S,0.87978,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76477740,0
1776742553,7AJF        ,-1059024.07,CRDEFSWP,EUR,1/22/2019,12/20/2023 0:00,9621628,SWAPS,-934091,112.3825251,(null),S,0.88055,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76566949,0
1022046272,7AJF        ,-3000000,CRDEFSWP,USD,10/11/2017,12/20/2022 0:00,9542514,SWAPS,-3000000,101.4074,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,69713315,0
1023100110,7AJF        ,-1927372.08,CRDEFSWP,EUR,10/11/2017,12/20/2022 0:00,9542611,SWAPS,-1700000,140.1501384,(null),S,0.84434,GLENCORE FINANCE EUROPE CDS 12/20/2022,69749033,0
1164339325,7AJF        ,-3500000,CRDEFSWP,USD,1/17/2018,12/20/2022 0:00,9565102,SWAPS,-3500000,101.6983379,(null),S,1,BANK OF CHINA/HK CDS 12/20/2022,71205707,0
1183315728,7AJF        ,-3061120.37,CRDEFSWP,EUR,1/24/2018,12/20/2022 0:00,9566354,SWAPS,-2700000,147.0587505,(null),S,0.80762,GLENCORE FINANCE EUROPE CDS 12/20/2022,71349147,0
937364016,9810,-3854744.17,CRDEFSWP,EUR,8/1/2017,6/20/2022 0:00,9528291,SWAPS,-3400000,139.6348619,(null),S,0.84674,GLENCORE FINANCE EUROPE CDS 06/20/2022,68739495,0
1455862633,9810,510186.73,CRDEFSWP,EUR,5/22/2018,6/20/2023 0:00,9587601,SWAPS,450000,118.1700329,(null),L,0.84937,UNICREDIT SPA CDS 06/20/2023,73209167,0
1521648773,9810,443073.36,CRDEFSWP,EUR,7/9/2018,6/20/2023 0:00,9594236,SWAPS,390804,136.2977632,(null),L,0.85038,ARCELORMITTAL CDS 06/20/2023,73833189,0
1521648783,9810,-443074.5,CRDEFSWP,EUR,7/9/2018,6/20/2023 0:00,9594214,SWAPS,-390805,134.3745044,(null),S,0.85038,GLENCORE FINANCE EUROPE CDS 06/20/2023,73833197,0
1606332010,9810,-381043.73,CRDEFSWP,EUR,9/11/2018,12/20/2023 0:00,9604566,SWAPS,-336092,115.9434711,(null),S,0.86315,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74695762,0
1614205005,9810,-224143.17,CRDEFSWP,EUR,9/18/2018,12/20/2023 0:00,9605741,SWAPS,-197701,117.0541413,(null),S,0.85474,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74807507,0
1617094576,9810,-235350.27,CRDEFSWP,EUR,9/19/2018,12/20/2023 0:00,9606410,SWAPS,-207586,116.7549568,(null),S,0.85693,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74793108,0
1626332237,9810,-112072.15,CRDEFSWP,EUR,9/27/2018,12/20/2023 0:00,9608041,SWAPS,-98851,116.4761792,(null),S,0.85638,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74909194,0
1631032246,9810,-112072.15,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608676,SWAPS,-98851,115.3793599,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001006,0
1631032317,9810,-112072.15,CRDEFSWP,EUR,10/1/2018,12/20/2023 0:00,9608698,SWAPS,-98851,115.3793599,(null),S,0.86322,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001014,0
1614204962,9810,-325007.09,CRDEFSWP,EUR,10/2/2018,12/20/2023 0:00,9609066,SWAPS,-286666,115.3222017,(null),S,0.86539,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,74807499,0
1632018676,9810,-224143.17,CRDEFSWP,EUR,10/2/2018,12/20/2023 0:00,9608988,SWAPS,-197701,115.2061855,(null),S,0.86539,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,75001093,0
1758450381,9810,-900000,CRDEFSWP,USD,1/7/2019,12/20/2020 0:00,(null),SWAPS,-900000,106.7614719,(null),S,1,FORD MOTOR COMPANY CDS 12/20/2020,76371585,0
1770796176,9810,-229326.67,CRDEFSWP,EUR,1/17/2019,12/20/2023 0:00,9621037,SWAPS,-202273,112.4992891,(null),S,0.87877,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76473837,0
1773187813,9810,-343989.43,CRDEFSWP,EUR,1/18/2019,12/20/2023 0:00,(null),SWAPS,-303409,112.4601299,(null),S,0.87978,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76477745,0
1776742553,9810,-114662.77,CRDEFSWP,EUR,1/22/2019,12/20/2023 0:00,9621628,SWAPS,-101136,112.3825251,(null),S,0.88055,VOLKSWAGEN INTL FIN NV CDS 12/20/2023,76566954,0
1615924332,4632,290000,CRDEFSWP,USD,9/19/2018,12/20/2023 0:00,9606249,SWAPS,290000,97.83092295,(null),L,1,REPUBLIC OF INDONESIA CDS 12/20/2023,74809678,0
1626089520,4632,220000,CRDEFSWP,USD,9/27/2018,12/20/2023 0:00,9607996,SWAPS,220000,98.6343245,(null),L,1,REPUBLIC OF INDONESIA CDS 12/20/2023,75007401,0
