ACT_BANK_ACCT_NUM,ALC_EXEC_AMT,ALC_FEE_AMT,ALC_INT_AMT,BLK_HOL_CAL,BLK_ORDER_ID,BLK_OTH_EFF_DATE,BLK_SEC_ID,STATUS,BLK_TRADE_DATE,BLK_TRADE_TYPE,BLK_TRANS_SUB_TYPE,SEC_OTC_CLEAR_IND,SEC_CUSIP,SEC_CUST_DOC_CLAUSE,SEC_SWAP_LEG_IND,SEC_TRM_MASTER_DOC_TRANS_TYPE,SEC_TYP_CD,UND_SEC_TYP_CD,UND_SHORT_NM,SEC_ROLL_CONV,BLK_CREATE_DATE,ALC_ACCT_CD,ALC_EXEC_QTY,ALC_TRADE_ID,BLK_PAY_DATE,SEC_FACTOR,SEC_ISSUE_DATE,SEC_MATURE_DATE,UND_ISIN_NO,BLK_TDE_CRRNCY,BLK_EXCH_CD,ORIG_ORDER_ID,BLK_EXCH_DEALID,BLK_STUB,SEC_TRADE_IND,LEG1_ACCRUAL_TYP_CD,LEG1_CPN_BD_ADJ,LEG1_MAT_DATE_ADJ,LEG1_DAY_BASIS,LEG1_HOL_CAL,LEG1_PAY_FREQ,LEG1_RESET_BD_ADJ,LEG1_RESET_FREQ,LEG2_ACCRUAL_TYP_CD,LEG2_CPN_BD_ADJ,LEG2_MAT_DATE_ADJ,LEG2_DAY_BASIS,LEG2_HOL_CAL,LEG2_PAY_FREQ,LEG2_RESET_BD_ADJ,LEG2_RESET_FREQ,LEG1_SWAP_LEG_IND,LEG2_SWAP_LEG_IND,LEG1_EFFEC_DATE,LEG1_MATURE_DATE,LEG1_RESET_LAG_DAYS,LEG1_SEC_ID,LEG2_EFFEC_DATE,LEG2_MATURE_DATE,LEG2_RESET_LAG_DAYS,LEG2_SEC_ID,LEG1_COUPON_RATE,LEG1_FST_PAY_DATE,LEG1_FLT_INDX,LEG2_FLT_INDX,LEG2_IDX_PAY_FREQ,SEC_TRANS_TYP,BRK_CD,ALC_CLR_BRK_CD,ORIG_BRK_CD,ISS_RED_CD,SEC_CCP_IND,BLK_FX_RATE,SEC_SWAP_SUB_TYPE,SEC_IRS_HOL_CAL,LEG1_FIXING_OPT,LEG1_IDX_PAY_FREQ,LEG1_INF_INTERP,LEG1_INF_PUB,LEG2_FIXING_OPT,LEG2_INF_INTERP,LEG2_INF_PUB,LEG2_INF_SRC,LEG1_LST_PAY_DATE,LEG2_FST_PAY_DATE,LEG2_LST_PAY_DATE,LEG2_RTE_RND_PREC,LEG1_COMP_MTHD,LEG2_COMP_MTHD,LEG1_PAY_LAG,LEG2_PAY_LAG,SEC_EXPIRY_DATE,SEC_ASSET_CRRNCY_CD,SEC_LOC_CRRNCY_CD,SEC_STRIKE_PRICE,SEC_OPTION_STYLE,SEC_OPTION_TYPE,SEC_INF_FIXED_RATE,SEC_IMP_INF_CPI,SEC_VALUE_DATE,SEC_EXP_TIME,SEC_EXP_ZONE,BLK_IRR_RATE,ALC_VERSION_NO,SEC_SETTLE_METHOD,SEC_CNTRCT_SIZE,UND_EXCH_CD,BLK_TRANS_TYPE,ALC_COMM_AMT,BLK_VERSION_NO,UND_FIXED_RATE,UND_RED_CODE,UND_PAY_FREQ,ORD_PROT_TYPE,UND_MATURE_DATE,SEC_DEL_TYP,ORD_EXEC_PRICE,SEC_RATING_TIER,BLK_DEAL_SPREAD,LEG1_SECID,LEG2_SECID,OPT_HOL_CAL,UND_SEC_SEDOL,SEC_RST_MARGIN,UND_SEC_TICKER,TRS_ROLL_CONVTN,TRS_NOTIONAL_RST,TRS_PRICE_MTHD,ORD_DEAL_PRICE,BLK_EXCH_RATE,ORD_ASSET_PRICE,LEG1_ROLL_CONV,LEG2_ROLL_CONV,SEC_INF_CPI_INDEX,ALC_FEE_1_CD,ALC_FEE_1_AMT,ALC_FEE_2_CD,ALC_FEE_2_AMT,ALC_FEE_3_CD,ALC_FEE_3_AMT,ALC_FEE_4_CD,ALC_FEE_4_AMT,ALC_FEE_5_CD,ALC_FEE_5_AMT,ALC_FEE_6_CD,ALC_FEE_6_AMT,LEG1_NEXT_CPN_DATE,LEG2_NEXT_CPN_DATE,BLK_INIT_REF_INDEX,SEC_TRS_RETURN,SEC_TRS_ASSET_CLASS,LEG2_COUPON_RATE,LEG1_TRP_CUSIP,LEG2_TRP_CUSIP,BLK_BRK_RSN,BLK_DELIVERY_TYPE,BLK_TRADER,BLK_ORDER_TYPE,BLK_TRADING_VENUE,EXEC_TIME,BB_TICKER,BB_EXCH,ALC_INV_DEC_MAKER,FILL_LAST_CAPACITY,BLK_EMP_ID,BLK_PLACEMENT_ID,ALC_COMM_IND_R,ALC_COMM_RATE_R,ALC_COMM_AMT_R,ALC_COMM_IND_E,ALC_COMM_RATE_E,ALC_COMM_AMT_E,BB_MKT_SECT,FILL_DATE,ORD_REASON_CD,ORIG_REASON_CD,EQTRS_LAST_RESET_PRICE,ORD_INIT_ASSET_PRICE,BLK_NETTING_ID,TRS_NET_PRICE,TRS_ALC_NOTIONAL,TRS_ALC_UNITS,UDF_ST1,UDF_ST2,UDF_NUM1,UDF_NUM2,UDF_DT1,UDF_DT2,SEC_TICKER,SEC_EXCH_CNTRY,SEC_DESCRIPTION,ORD_TRADING_DESK,NORM_ALC_EXEC_AMT,NORM_ALC_INT_AMT,SS_SEC_SWAP_LEG_IND,SS_BLK_TRADE_TYPE,SS_BLK_TRANS_SUB_TYPE,LEG1_CURRENCY,LEG2_CURRENCY,SWPTNLEG1_ACCRUAL_TYP_CD,SWPTNLEG1_CPN_BD_ADJ,SWPTNLEG1_MAT_DATE_ADJ,SWPTNLEG1_DAY_BASIS,SWPTNLEG1_HOL_CAL,SWPTNLEG1_PAY_FREQ,SWPTNLEG1_RESET_BD_ADJ,SWPTNLEG1_RESET_FREQ,SWPTNLEG1_SWAP_LEG_IND,SWPTNLEG1_EFFEC_DATE,SWPTNLEG1_MATURE_DATE,SWPTNLEG1_RESET_LAG_DAYS,SWPTNLEG1_SEC_ID,SWPTNLEG1_COUPON_RATE,SWPTNLEG1_FST_PAY_DATE,SWPTNLEG1_FLT_INDX,SWPTNLEG1_IDX_PAY_FREQ,SWPTNLEG1_LAST_PAY_DATE,SWPTNLEG1_COMP_MTHD,SWPTNLEG1_PAY_LAG,SWPTNLEG1_ROLL_CONV,SWPTNLEG1_TRP_CUSIP,SWPTNLEG1_CURRENCY,SWPTNLEG2_ACCRUAL_TYP_CD,SWPTNLEG2_CPN_BD_ADJ,SWPTNLEG2_MAT_DATE_ADJ,SWPTNLEG2_DAY_BASIS,SWPTNLEG2_HOL_CAL,SWPTNLEG2_PAY_FREQ,SWPTNLEG2_RESET_BD_ADJ,SWPTNLEG2_RESET_FREQ,SWPTNLEG2_SWAP_LEG_IND,SWPTNLEG2_EFFEC_DATE,SWPTNLEG2_MATURE_DATE,SWPTNLEG2_RESET_LAG_DAYS,SWPTNLEG2_SEC_ID,SWPTNLEG2_COUPON_RATE,SWPTNLEG2_FST_PAY_DATE,SWPTNLEG2_FLT_INDX,SWPTNLEG2_IDX_PAY_FREQ,SWPTNLEG2_LAST_PAY_DATE,SWPTNLEG2_COMP_MTHD,SWPTNLEG2_PAY_LAG,SWPTNLEG2_ROLL_CONV,SWPTNLEG2_TRP_CUSIP,SWPTNLEG2_CURRENCY,LEG1_IRS_RATE,LEG2_IRS_RATE,ALC_NET_AMT,SEC_EARLIEST_EXP_TIME,SEC_LATEST_EXP_TIME,NORM_SEC_DOC_CLAUSE
BAH13,0,0,0,,1910702840,05/16/2019 0:00,1910702835,ACCT,05/13/2019 0:00,Trade,OPEN,N,0608878C3,,P,,SWPTNCDS,SWAPCDS,,19,05/13/2019 8:46,9577,114600000,78182253,05/16/2019 0:00,,05/14/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1910702835,,,,,,,,,,CDIOPT,MLCO,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,72.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,62,CASH,0,OTC,BUYL,0,62,1,2I666VCU7,3M,P,06/20/2024 0:00,WIRE,0.212,,72.5,1910702835,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/13/2019 10:44,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/13/2019 10:44,,,,,,,,114600000,,,,,,,,US,ITRX EUR S31 V2 5Y PAY 72.5 06/19/2019,LOND,242952,0,P,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1910702838,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982N5,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1910702837,,06/20/2019 0:00,,,,None,0,20,5708982P0,EUR,,,242952,8:30,16:00,
MJEZ,0,0,0,,1910702840,05/16/2019 0:00,1910702835,ACCT,05/13/2019 0:00,Trade,OPEN,N,0608878C3,,P,,SWPTNCDS,SWAPCDS,,19,05/13/2019 8:46,9752,68500000,78182252,05/16/2019 0:00,,05/14/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1910702835,,,,,,,,,,CDIOPT,MLCO,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,72.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,62,CASH,0,OTC,BUYL,0,62,1,2I666VCU7,3M,P,06/20/2024 0:00,WIRE,0.212,,72.5,1910702835,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/13/2019 10:44,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/13/2019 10:44,,,,,,,,68500000,,,,,,,,US,ITRX EUR S31 V2 5Y PAY 72.5 06/19/2019,LOND,145220,0,P,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1910702838,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982N5,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1910702837,,06/20/2019 0:00,,,,None,0,20,5708982P0,EUR,,,145220,8:30,16:00,
EM359,0,0,0,,1910702840,05/16/2019 0:00,1910702835,ACCT,05/13/2019 0:00,Trade,OPEN,N,0608878C3,,P,,SWPTNCDS,SWAPCDS,,19,05/13/2019 8:46,9810,17850000,78182254,05/16/2019 0:00,,05/14/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1910702835,,,,,,,,,,CDIOPT,MLCO,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,72.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,62,CASH,0,OTC,BUYL,0,62,1,2I666VCU7,3M,P,06/20/2024 0:00,WIRE,0.212,,72.5,1910702835,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/13/2019 10:44,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/13/2019 10:44,,,,,,,,17850000,,,,,,,,US,ITRX EUR S31 V2 5Y PAY 72.5 06/19/2019,LOND,37842,0,P,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1910702838,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982N5,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1910702837,,06/20/2019 0:00,,,,None,0,20,5708982P0,EUR,,,37842,8:30,16:00,
IB8V,0,0,0,,1910702840,05/16/2019 0:00,1910702835,ACCT,05/13/2019 0:00,Trade,OPEN,N,0608878C3,,P,,SWPTNCDS,SWAPCDS,,19,05/13/2019 8:46,9878,21000000,78182248,05/16/2019 0:00,,05/14/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1910702835,,,,,,,,,,CDIOPT,MLCO,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,72.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,62,CASH,0,OTC,BUYL,0,62,1,2I666VCU7,3M,P,06/20/2024 0:00,WIRE,0.212,,72.5,1910702835,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/13/2019 10:44,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/13/2019 10:44,,,,,,,,21000000,,,,,,,,US,ITRX EUR S31 V2 5Y PAY 72.5 06/19/2019,LOND,44520,0,P,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1910702838,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982N5,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1910702837,,06/20/2019 0:00,,,,None,0,20,5708982P0,EUR,,,44520,8:30,16:00,
70GB,0,0,0,,1911777915,05/17/2019 0:00,1911777916,ACCT,05/14/2019 0:00,Trade,OPEN,N,6168989D6,,R,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:31,70GB,186800000,78182420,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777916,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,67.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,48,CASH,0,OTC,SELLS,0,48,1,2I666VCU7,3M,R,06/20/2024 0:00,WIRE,0.2,,67.5,1911777916,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:38,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:38,,,,,,,,186800000,,,,,,,,US,ITRX EUR S31 V2 5Y REC 67.5 06/19/2019,LOND,373600,0,R,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777919,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982Y1,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777918,,06/20/2019 0:00,,,,None,0,20,5708982Z8,EUR,,,373600,8:30,16:00,
70JF,0,0,0,,1911777915,05/17/2019 0:00,1911777916,ACCT,05/14/2019 0:00,Trade,OPEN,N,6168989D6,,R,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:31,7AJF,93000000,78182421,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777916,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,67.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,48,CASH,0,OTC,SELLS,0,48,1,2I666VCU7,3M,R,06/20/2024 0:00,WIRE,0.2,,67.5,1911777916,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:38,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:38,,,,,,,,93000000,,,,,,,,US,ITRX EUR S31 V2 5Y REC 67.5 06/19/2019,LOND,186000,0,R,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777919,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982Y1,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777918,,06/20/2019 0:00,,,,None,0,20,5708982Z8,EUR,,,186000,8:30,16:00,
AEJ03,0,0,0,,1911777915,05/17/2019 0:00,1911777916,ACCT,05/14/2019 0:00,Trade,OPEN,N,6168989D6,,R,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:31,9539,51500000,78182430,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777916,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,67.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,48,CASH,0,OTC,SELLS,0,48,1,2I666VCU7,3M,R,06/20/2024 0:00,WIRE,0.2,,67.5,1911777916,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:38,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:38,,,,,,,,51500000,,,,,,,,US,ITRX EUR S31 V2 5Y REC 67.5 06/19/2019,LOND,103000,0,R,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777919,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982Y1,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777918,,06/20/2019 0:00,,,,None,0,20,5708982Z8,EUR,,,103000,8:30,16:00,
BAH13,0,0,0,,1911777915,05/17/2019 0:00,1911777916,ACCT,05/14/2019 0:00,Trade,OPEN,N,6168989D6,,R,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:31,9577,57500000,78182427,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777916,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,67.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,48,CASH,0,OTC,SELLS,0,48,1,2I666VCU7,3M,R,06/20/2024 0:00,WIRE,0.2,,67.5,1911777916,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:38,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:38,,,,,,,,57500000,,,,,,,,US,ITRX EUR S31 V2 5Y REC 67.5 06/19/2019,LOND,115000,0,R,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777919,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982Y1,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777918,,06/20/2019 0:00,,,,None,0,20,5708982Z8,EUR,,,115000,8:30,16:00,
MJEZ,0,0,0,,1911777915,05/17/2019 0:00,1911777916,ACCT,05/14/2019 0:00,Trade,OPEN,N,6168989D6,,R,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:31,9752,34500000,78182426,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777916,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,67.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,48,CASH,0,OTC,SELLS,0,48,1,2I666VCU7,3M,R,06/20/2024 0:00,WIRE,0.2,,67.5,1911777916,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:38,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:38,,,,,,,,34500000,,,,,,,,US,ITRX EUR S31 V2 5Y REC 67.5 06/19/2019,LOND,69000,0,R,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777919,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982Y1,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777918,,06/20/2019 0:00,,,,None,0,20,5708982Z8,EUR,,,69000,8:30,16:00,
EM359,0,0,0,,1911777915,05/17/2019 0:00,1911777916,ACCT,05/14/2019 0:00,Trade,OPEN,N,6168989D6,,R,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:31,9810,9000000,78182428,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777916,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,67.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,48,CASH,0,OTC,SELLS,0,48,1,2I666VCU7,3M,R,06/20/2024 0:00,WIRE,0.2,,67.5,1911777916,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:38,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:38,,,,,,,,9000000,,,,,,,,US,ITRX EUR S31 V2 5Y REC 67.5 06/19/2019,LOND,18000,0,R,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777919,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982Y1,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777918,,06/20/2019 0:00,,,,None,0,20,5708982Z8,EUR,,,18000,8:30,16:00,
IB8V,0,0,0,,1911777915,05/17/2019 0:00,1911777916,ACCT,05/14/2019 0:00,Trade,OPEN,N,6168989D6,,R,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:31,9878,10600000,78182422,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777916,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,67.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,48,CASH,0,OTC,SELLS,0,48,1,2I666VCU7,3M,R,06/20/2024 0:00,WIRE,0.2,,67.5,1911777916,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:38,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:38,,,,,,,,10600000,,,,,,,,US,ITRX EUR S31 V2 5Y REC 67.5 06/19/2019,LOND,21200,0,R,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777919,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708982Y1,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777918,,06/20/2019 0:00,,,,None,0,20,5708982Z8,EUR,,,21200,8:30,16:00,
70GB,0,0,0,,1911777966,05/17/2019 0:00,1911777961,ACCT,05/14/2019 0:00,Trade,OPEN,N,6.17E+10,,P,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:34,70GB,186800000,78182431,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777961,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,72.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,46,CASH,0,OTC,BUYL,0,46,1,2I666VCU7,3M,P,06/20/2024 0:00,WIRE,0.166,,72.5,1911777961,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:35,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:35,,,,,,,,186800000,,,,,,,,US,ITRX EUR S31 V2 5Y PAY 72.5 06/19/2019,LOND,310088,0,P,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777964,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708981C0,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777963,,06/20/2019 0:00,,,,None,0,20,5708981D8,EUR,,,310088,8:30,16:00,
70JF,0,0,0,,1911777966,05/17/2019 0:00,1911777961,ACCT,05/14/2019 0:00,Trade,OPEN,N,6.17E+10,,P,,SWPTNCDS,SWAPCDS,,19,05/14/2019 10:34,7AJF,93000000,78182432,05/17/2019 0:00,,05/15/2019 0:00,06/19/2019 0:00,,EUR,OTC,,,STUB,,,,,,,,,,,,,,,,,,,,,,,1911777961,,,,,,,,,,CDIOPT,JPM,,,,,,,,,,,,,,,,,,,,,,,,06/19/2019 0:00,EUR,EUR,72.5,E,SWPTNCDS,,,,5.76E+11,GBLO,,46,CASH,0,OTC,BUYL,0,46,1,2I666VCU7,3M,P,06/20/2024 0:00,WIRE,0.166,,72.5,1911777961,,GBLO,,,,,,SWAPCDS,,,,19,19,,,0,,0,,0,,0,,0,,0,,,,SWPTNCDS,SWPTNCDS,,,,B,WIRE,MBUCKLANDT,MKT,,05/14/2019 11:35,,,LNDD378,P,TRPEY68,8,,,,CPS,0,0,,05/14/2019 11:35,,,,,,,,93000000,,,,,,,,US,ITRX EUR S31 V2 5Y PAY 72.5 06/19/2019,LOND,154380,0,P,Trade,OPEN,,,FIX,MODFOLLOWING,NONE,ACT/360,,3M,FOLLOWING,,P,03/20/2019 0:00,06/20/2024 0:00,,1911777964,1,06/20/2019 0:00,,,03/20/2024 0:00,None,0,20,5708981C0,EUR,FIX,FOLLOWING,,ACT/360,,3M,FOLLOWING,,R,03/20/2019 0:00,06/20/2024 0:00,,1911777963,,06/20/2019 0:00,,,,None,0,20,5708981D8,EUR,,,154380,8:30,16:00,
