Trade ID,Trade Type,SubType,Status,Customer,Trade Date,Broker,Ccy,Amended Date,Start Date,Maturity Date,Description,Ccy Pair,Notional,Trade Entry Date,Buy / Sell,Put / Call,Strike,Equity Id,Portfolio,CE Type,Credit Entity,Purchase / Sale,Red Pair,Traded Spread,ClientRefID,Trade State,Fwd Price,Return Leg Price,Funding Leg Index,Funding Leg Rate,Funding Leg Spread,Leg2 Notional,Leg2 Ccy,FX Rate,Leg1 Index,Leg1 Rate,Leg1 Spread,Leg2 Index,Leg2 Rate,Leg2 Spread,Counterparty Trade Ref.ID,GTM Reference ID,Executing Broker,ID1,ID2,OMS ID,SEF ID,USI Issuer_USI Trade ID,Legal Entity,Accounting System ID,Version,IM Type,IM Amount,Equity Market Price,Stub Rate,Unit,Final Payment Date
409626,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 13:38,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2000000,5/13/2019,,,0,,9539,Singlename,BZH,S,07CABW,500,77015423,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,f1d5c72475a511e9824d0a4428260000,,generatedbyCSM,1880563546,,,,TROWUS33XXX,,1,,,,0,0,
409627,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 13:38,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2000000,5/13/2019,,,0,,7AJF,Singlename,BZH,S,07CABW,500,77015424,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,f22081e275a511e9824d0a4428260000,,generatedbyCSM,1880563546,,,,TROWUS33XXX,,1,,,,0,0,
409631,Multi Underlying Structuring Tool,SN_CDS,Verified,BOFAUS3DEQN,5/13/2019,,USD,5/13/2019 13:53,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9577,Singlename,F,P,3H98A7,500,77015413,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,efbc5a4875a511e9824d0a4428260000,,generatedbyCSM,1880563541,,,,TROWUS33XXX,,1,,,,0,0,
409632,Multi Underlying Structuring Tool,SN_CDS,Verified,BOFAUS3DEQN,5/13/2019,,USD,5/13/2019 13:53,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9539,Singlename,F,P,3H98A7,500,77015414,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,f008537675a511e9824d0a4428260000,,generatedbyCSM,1880563541,,,,TROWUS33XXX,,1,,,,0,0,
409633,Multi Underlying Structuring Tool,SN_CDS,Verified,BOFAUS3DEQN,5/13/2019,,USD,5/13/2019 13:53,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,7AJF,Singlename,F,P,3H98A7,500,77015415,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,ef7787a675a511e9824d0a4428260000,,generatedbyCSM,1880563541,,,,TROWUS33XXX,,1,,,,0,0,
409634,Multi Underlying Structuring Tool,SN_CDS,Verified,CHASGB2LDPC,5/13/2019,,USD,5/13/2019 13:58,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,70GB,Singlename,HNZ,S,4G537B,100,77015427,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,bf265fac75a811e9824d0a4428260000,,generatedbyCSM,1880563550,,,,TROWUS33XXX,,1,,,,0,0,
409635,Multi Underlying Structuring Tool,SN_CDS,Verified,CHASGB2LDPC,5/13/2019,,USD,5/13/2019 13:58,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9752,Singlename,HNZ,S,4G537B,100,77015426,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,bf62c94275a811e9824d0a4428260000,,generatedbyCSM,1880563550,,,,TROWUS33XXX,,1,,,,0,0,
409636,Multi Underlying Structuring Tool,SN_CDS,Verified,CHASGB2LDPC,5/13/2019,,USD,5/13/2019 13:58,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9878,Singlename,HNZ,S,4G537B,100,77015428,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,bf7114d475a811e9824d0a4428260000,,generatedbyCSM,1880563550,,,,TROWUS33XXX,,1,,,,0,0,
409638,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,5/13/2019,,USD,5/13/2019 13:58,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,70GB,Singlename,RUSSIA,S,7FB37H,100,77015435,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,bfe8ae1875a811e9824d0a4428260000,,generatedbyCSM,1880563645,,,,TROWUS33XXX,,1,,,,0,0,
409639,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,5/13/2019,,USD,5/13/2019 13:58,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,7AJF,Singlename,RUSSIA,S,7FB37H,100,77015433,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,c02437b275a811e9824d0a4428260000,,generatedbyCSM,1880563645,,,,TROWUS33XXX,,1,,,,0,0,
409640,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,5/13/2019,,USD,5/13/2019 13:58,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9752,Singlename,RUSSIA,S,7FB37H,100,77015434,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,c068e9ac75a811e9824d0a4428260000,,generatedbyCSM,1880563645,,,,TROWUS33XXX,,1,,,,0,0,
409641,Multi Underlying Structuring Tool,SN_CDS,Verified,CITIUS33XXX,5/13/2019,,USD,5/13/2019 13:59,3/20/2019,6/20/2024,S SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9810,Singlename,RUSSIA,S,7FB37H,100,77015436,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,c0ad3d0a75a811e9824d0a4428260000,,generatedbyCSM,1880563645,,,,TROWUS33XXX,,1,,,,0,0,
409643,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 14:50,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9752,Singlename,HESS,P,46A89Q,100,77015430,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,3e50e13275ac11e9824d0a4428260000,,generatedbyCSM,1880563639,,,,TROWUS33XXX,,1,,,,0,0,
409644,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 14:50,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,9878,Singlename,HESS,P,46A89Q,100,77015432,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,3e605a3675ac11e9824d0a4428260000,,generatedbyCSM,1880563639,,,,TROWUS33XXX,,1,,,,0,0,
409645,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 14:50,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,7AJF,Singlename,HESS,P,46A89Q,100,77015429,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,3e12f5d475ac11e9824d0a4428260000,,generatedbyCSM,1880563639,,,,TROWUS33XXX,,1,,,,0,0,
409646,Multi Underlying Structuring Tool,SN_CDS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 14:50,3/20/2019,6/20/2024,B SN_CDS / Single Name CDS,,2500000,5/13/2019,,,0,,70GB,Singlename,HESS,P,46A89Q,100,77015431,Contract Create/New,0,,,0,0,0,,0,,0,0,,0,0,,3dd120a075ac11e9824d0a4428260000,,generatedbyCSM,1880563639,,,,TROWUS33XXX,,1,,,,0,0,
409735,Exotic,ETRS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 17:38,5/15/2019,1/15/2020,EX/SELL CRUD,,-2369.64,5/13/2019,SELL,,0,CRUD,9878,,,,,,77025377,Contract Create/New,0,7.8988,LIB1M,0,-4000,0,USD,0,,0,0,,0,0,,TS20190513REDROP5,,generatedbyCSM,1880234408,,,,TROWUS33XXX,,1,,,7.66,0,300,1/17/2020
409736,Exotic,ETRS,Verified,BOFAUS3DEQN,5/13/2019,,USD,5/13/2019 17:38,5/15/2019,1/15/2020,EX/BUY PHAG,,2963,5/13/2019,BUY,,0,PHAG,7AJF,,,,,,77025383,Contract Create/New,0,14.815,LIB1M,0,4000,0,USD,0,,0,0,,0,0,,TS20190513REDROP4,,generatedbyCSM,1880234417,,,,TROWUS33XXX,,1,,,13.925,0,200,1/17/2020
409737,Exotic,ETRS,Verified,BOFAUS3DEQN,5/13/2019,,USD,5/13/2019 17:38,5/15/2019,1/15/2020,EX/BUY PHAG,,3333.38,5/13/2019,BUY,,0,PHAG,9577,,,,,,77025381,Contract Create/New,0,14.815,LIB1M,0,4000,0,USD,0,,0,0,,0,0,,TS20190513REDROP3,,generatedbyCSM,1880234417,,,,TROWUS33XXX,,1,,,13.925,0,225,1/17/2020
409739,Exotic,ETRS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 17:38,5/15/2019,1/15/2020,EX/SELL CRUD,,-1974.7,5/13/2019,SELL,,0,CRUD,70GB,,,,,,77025379,Contract Create/New,0,7.8988,LIB1M,0,-4000,0,USD,0,,0,0,,0,0,,TS20190513REDROP7,,generatedbyCSM,1880234408,,,,TROWUS33XXX,,1,,,7.66,0,250,1/17/2020
409740,Exotic,ETRS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 17:38,5/15/2019,1/15/2020,EX/SELL CRUD,,-1579.76,5/13/2019,SELL,,0,CRUD,9810,,,,,,77025378,Contract Create/New,0,7.8988,LIB1M,0,-4000,0,USD,0,,0,0,,0,0,,TS20190513REDROP6,,generatedbyCSM,1880234408,,,,TROWUS33XXX,,1,,,7.66,0,200,1/17/2020
409741,Exotic,ETRS,Verified,MSCSUS33XXX,5/13/2019,,USD,5/13/2019 17:40,5/15/2019,1/15/2020,EX/SELL CRUD,,-1974.7,5/13/2019,SELL,,0,CRUD,9539,,,,,,77025380,Contract Create/New,0,7.8988,LIB1M,0,-4000,0,USD,0,,0,0,,0,0,,TS20190513REDROP8,,generatedbyCSM,1880234408,,,,TROWUS33XXX,,1,,,7.66,0,250,1/17/2020
